Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,Mentioned_Person_ID,Mentioned_Person,Mentioned_Org_ID,Mentioned_Org,Mentioned_Places_Abbr,Mentioned_Places,Recipient_Adress,Mentioned_Works_IDs
Budat18811123ChrTh,peHI,HENRIK IBSEN,orgChrTh,CHRISTIANIA THEATER,1881-11-23,ROMA,Rom,peHSch,,,,,,,woGe
Budat18811123NatSc,peHI,HENRIK IBSEN,orgNatSc,BERGENS NATIONALE SCENE,1881-11-23,ROMA,Rom,,,,,Berg,Bergen,,woGe
Budat18811123KoTh,peHI,HENRIK IBSEN,orgKoTh,KONGL. THEATRARNE I STOCKHOLM,1881-11-23,ROMA,Rom,peHWes,,,,Sthlm,Stockholm,,woGe
B18811201FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1881-12-01,ROMA,Rom,"'peMT, peJHT, peJLi, peCKFM, peHD, peRS, peGB, peEBr'",,,,"'Vard, Kri, Pa'","'Vardø, Kristiania, Paris'",,
B18811218WP,peHI,HENRIK IBSEN,peWP,WILHELM PETERS,1881-12-18,ROMA,Rom,peFH,,orgGyl,,,,,woTV
B18811220FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1881-12-20,ROMA,Rom,peWP,,,,"'N, Kbh'","'Norge, København'",,"'woGe, woTV, woDi'"
B18811222LP,peHI,HENRIK IBSEN,peLP,LUDWIG PASSARGE,1881-12-22,ROMA,Rom,peVaVa,,,,"'Sorr, N, Hel'","'Sorrent, Norge, Helsingfors'",,"'woGe, woKE, woBr'"
B18811224EBogh,peHI,HENRIK IBSEN,peEBogh,ERIK BØGH,1881-12-24,ROMA,Rom,,,,,"'Kbh, Dk'","'København, Danmark'",,"'woGe, woKK, woPG, woSS, woUF'"
B18811227NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1881-12-27,ROMA,Rom,,,,,,,,
B18820101HD,peHI,HENRIK IBSEN,peHD,HOLGER DRACHMANN,1882-01-01,ROMA,Rom,,,,,,,,
B18820102FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1882-01-02,ROMA,Rom,"'peCKFM, peGB'",,orgDagbl,,N,Norge,,"'woGe, woKK, woPG, woSS, woDu'"
B18820103GB,peHI,HENRIK IBSEN,peGB,GEORG BRANDES,1882-01-03,ROMA,Rom,"'peFH, peBB, peGBr'",,,,N,Norge,,woGe
B18820106SS,peHI,HENRIK IBSEN,peSS,SOPHUS SCHANDORPH,1882-01-06,ROMA,Rom,peGB,,,,,,,woGe
B18820107RS,peHI,HENRIK IBSEN,peRS,RUDOLPH SCHMIDT,1882-01-07,ROMA,Rom,peFH,,,,Sorr,Sorrento,"'Til, digteren, herr Rudolf Schmidt., Baggensgade, 3., Kopenhagen., (Danimarca.)'",woGe
B18820108WP,peHI,HENRIK IBSEN,peWP,WILHELM PETERS,1882-01-08,ROMA,Rom,"'peFH, peKAWi'",,orgGyl,,,,,"'woTV, woDi'"
B18820124OSk,peHI,HENRIK IBSEN,peOSk,OLAF SKAVLAN,1882-01-24,ROMA,Rom,"'peNL, peBB'",,orgDagbl,,N,Norge,"'Herr professor, dr: Olaf Skavlan., Holbergs plads 7., Christiania., (Norvegia.)'",woGe
B18820125LJ,peHI,HENRIK IBSEN,peLJ,LUDVIG JOSEPHSON,1882-01-25,ROMA,Rom,"'peAR, peWAb, peHM'",,orgKoTh,,"'Sthlm, Got, Berg, Pa'","'Stockholm, Göteborg, Bergen, Paris'",,"'woC2, woKK'"
B18820128OB,peHI,HENRIK IBSEN,peOB,OTTO BORCHSENIUS,1882-01-28,ROMA,Rom,peBB,,orgDagbl,,"'Kbh, Sorr, Dk, N'","'København, Sorrento, Danmark, Norge'","'Herr Otto Borchsenius,, redaktør af «Ude og hjemme»., Kopenhagen., (Danimarca.)'","'woDi, woGe'"
B18820206NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1882-02-06,ROMA,Rom,peSiI,,,,,,,
B18820218HEB,peHI,HENRIK IBSEN,peHEB,HAGBARD EMANUEL BERNER,1882-02-18,ROMA,Rom,"'peBB, peEK, peTA, peWL, peEJ, peAS, peFDu, pePFS, peJR, peJKmann, peAvWo, peLP'",,"'orgDagbl, orgStort, orgPR, orgKoTh, orgKT'",,"'N, Fin, Rus, War, Krak, Eng, Lon, D, Mun, Berl, Lei, Kas, Dre, Brem, Schw, Wei, Konig, Kbh, Ska, SE, Dk'","'Norges, Finland, Rusland, Warschau, Krakau, England, London, Tyskland, München, Berlin, Leipzig, Kassel, Dresden, Bremen, Schwerin, Weimar, Königsberg, København, de skandinaviske, Sverigs, Danmark'","'Herr statsrevisor H. E. Berner., Christiania., (Norvegia.)'","'woUF, woDu, woDi, woHH, woDu, woSS, woHH, woF2, woKE, woBr, woPG, woDi'"
Budat18820228FRi,peHI,HENRIK IBSEN,peFRi,FANNY RIIS,1882-02-28,ROMA,Rom,,,,,,,,
B18820308BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1882-03-08,ROMA,Rom,"'peHEB, peKBj'",,orgDagbl,,"'Am, Vald, Sthlm, Kbh, D'","'Amerika, Valders, Stockholm, København, Tyskland'",,woDu
B18820316FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1882-03-16,ROMA,Rom,"'peOB, peCGo'",,,,,,,"'woFo, woGe'"
B18820406OT,peHI,HENRIK IBSEN,peOT,OLA THOMMESSEN,1882-04-06,ROMA,Rom,peBB,,"'orgVG, orgSF'",,,,,
B18820607VP,peHI,HENRIK IBSEN,peVP,VICTORINUS PINGEL,1882-06-07,ROMA,Rom,,,,,"'Kbh, Ska'","'København, Skandinavien'",,
B18820621FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1882-06-21,ROMA,Rom,"'peJLi, peJPJ'",,,,"'Goss plTy, N, Sorr'","'Gossensass i Tyrol, Norge, Sorrento'",,woFo
B18820622JLi,peHI,HENRIK IBSEN,peJLi,JONAS LIE,1882-06-22,ROMA,Rom,"'peSiI, peTHL'",,,,"'SE, Ty, N, Ham, BerGad'","'Sverig, Tyrol, Norge, Hamburg, Berchtesgaden'","'Dem norwegischen Schriftsteller, Herrn Jonas Lie,, Ritter m. h. Ord:, Steindamm 14., Hamburg., (Germania.)'","'woGe, woFo'"
B18820623NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1882-06-23,ROMA,Rom,peSiI,,orgDampD,,"'Ty, Kri'","'Tyrol, Kristiania'",,woFo
B18820624SA,peHI,HENRIK IBSEN,peSA,SOPHIE ADLERSPARRE,1882-06-24,ROMA,Rom,,,,,"'Sthlm, Dk, N, SE'","'Stockholm, Danmark, Norge, Sverig'",,"'woGe, woDu, woFo'"
B18820804BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1882-08-04,GOSSENSASS,Goss,"'peKBj, peBBj'",,"'orgDagbl, orgKdep'",,"'N, Rom, Eu, Dra, Lar, It'","'Norge, Rom, Europa, Drammen, Laurvik, Italien'",,woFo
B18820809BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1882-08-09,GOSSENSASS,Goss,,,,,Gau,Gausdal,,
B18820821FRi,peHI,HENRIK IBSEN,peFRi,FANNY RIIS,1882-08-21,GOSSENSASS,Goss,"'peNR, peSiI, peSuI'",,orgSF,,"'Rom, Mun, Bren'","'Rom, München, Brenner'","'Frøken Fanny Riis., Pilestræde 18., Christiania, (Norwegen.)'",
B18820828FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1882-08-28,GOSSENSASS,Goss,,,,,,,,woFo
B18820830FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1882-08-30,GOSSENSASS,Goss,"'peGB, peSuI, peSiI, peNR'",,,,"'Rom, Kbh'","'Rom, København'",,woDi
B18820909FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1882-09-09,GOSSENSASS,Goss,peGB,,,,,,,woFo
B18820913FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1882-09-13,GOSSENSASS,Goss,,,,,,,,woFo
B18820921GB,peHI,HENRIK IBSEN,peGB,GEORG BRANDES,1882-09-21,GOSSENSASS,Goss,"'peCPa, peHJPa, peGBr, peFH'",,,,"'Ski, Kbh, Mun, It, Rom, Boz'","'Skien, København, München, Italien, Rom, Bozen'",,"'woFo, woPG, woSS'"
B18820926NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1882-09-26,GOSSENSASS,Goss,,,,,"'Wien, Berl, Pa, It, Boz, Alp'","'Wien, Berlin, Paris, Italien, Bozen, Alperne'",,woFo
B18821023FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1882-10-23,TYROL,Ty,"'peBB, peJLi, peGB, peEBr, peHD, peMT, peJHT'",,,,"'Kri, Goss, Rom'","'Kristiania, Gossensass, Rom'",,"'woFo, woDi'"
B18821028FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1882-10-28,TYROL,Ty,peSiI,,orgNatSc,,"'Rom, Ty'","'Rom, Tyrols'",,woFo
B18821101FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1882-11-01,TYROL,Ty,peWL,,,,"'Ty, Berl'","'Tyrol, Berlin'",,"'woDi, woFo'"
