XML-ID,Wikidata ID,Given Name,Surname,Name,Year of Birth,Year of Death,Lifespan,Brief Description
peErnst,Q154842,,,ERNST,1859,1941,1859-1941,"prins av Sachsen-Meiningen, tysk offiser og maler."
peKSAE,Q3422087,KRISTIAN [SOPHUS AUGUST],ERSLEV,KRISTIAN [SOPHUS AUGUST] ERSLEV,1852,1930,1852-1930,dansk historiker.
peEssen,Q1779675,[CARL] PETER [PARELIUS],ESSENDROP,[CARL] PETER [PARELIUS] ESSENDROP,1818,1893,1818-1893,norsk biskop.
peEt,,"(Blanche, f. baronesse Pereira, T. Ethofer og Mareo Ethofer)",ETHOFER,"(Blanche, f. baronesse Pereira, T. Ethofer og Mareo Ethofer) ETHOFER",,,,"østerriksk familie, bosatt i Wien."
peEug,Q157130,,,EUGÉNIE,1826,1920,1826-1920,keiserinne av Frankrike.
peEun,Q343018,,,EUNAPIOS,0345,,0345-,gresk sofist og historiker.
peOE,Q3430250,OTTO [FREDERIK THEOBALD],EVENS,OTTO [FREDERIK THEOBALD] EVENS,1826,1895,1826-1895,dansk billedhugger.
peHFE,Q5721524,HERMAN FREDERIK,EWALD,HERMAN FREDERIK EWALD,1821,1908,1821-1908,dansk forfatter.
peOvF,Q317507,[ADOLPH EDUARD] OTTO VON,FABER DU FAUR,[ADOLPH EDUARD] OTTO VON FABER DU FAUR,1828,1901,1828-1901,tysk maler.
peWvF,Q99127,WILHELM VON,FABER DU FAUR,WILHELM VON FABER DU FAUR,1819,1885,1819-1885,tysk offiser.
peWCFa,,WILHELM CHRISTIAN,FABRITIUS,WILHELM CHRISTIAN FABRITIUS,1816,1887,1816-1887,norsk trykkerieier.
peAlBo,,ALMA [ISABELLA],FAHLSTRØM,ALMA [ISABELLA] FAHLSTRØM,1863,1946,1863-1946,"norsk skuespillerinne, sceneinstruktør og teatersjef."
peJF,Q4579142,JOHAN [PETER BROUST],FAHLSTRØM,JOHAN [PETER BROUST] FAHLSTRØM,1867,1938,1867-1938,norsk skuespiller og teaterleder.
peCFF,Q20033224,CHRISTIAN [FREDERIK],FALBE,CHRISTIAN [FREDERIK] FALBE,1828,1896,1828-1896,dansk diplomat.
peSFa,,SØREN,FALCH,SØREN FALCH,1846,1942,1846-1942,norsk kjøpmann.
peFFF,Q7886627,FREDERIK FERDINAND,FALKENSTJERNE,FREDERIK FERDINAND FALKENSTJERNE,1854,1896,1854-1896,"dansk høyskoleforstander, politiker og prest."
peAdF,,ADOLF,FALKMAN,ADOLF FALKMAN,1837,1903,1837-1903,"dansk journalist (i HIS 12k, 655, på basis av K&E 1, 314, feilaktig identifisert som Axel Falkmann)."
peSFal,Q11893231,SEVERIN [GABRIEL],FALKMAN,SEVERIN [GABRIEL] FALKMAN,1831,1889,1831-1889,svensk-finsk maler.
peEF,Q12309374,[MORTEN] EDVARD,FALLESEN,[MORTEN] EDVARD FALLESEN,1817,1894,1817-1894,"dansk offiser, politiker og teatersjef."
peCF,,CONRAD,FALSEN,CONRAD FALSEN,1847,1898,1847-1898,norsk offiser og konsul.
peDFa,,DOROTHEA [ELISABETH],FALSEN,DOROTHEA [ELISABETH] FALSEN,1849,1916,1849-1916,"Conrad Falsens hustru, Susanna Isens halvsøster. "
peHAF,,HENRIK ANTON,FALSEN,HENRIK ANTON FALSEN,1871,1945,1871-1945,"norsk konsul, sønn av Conrad og Dorothea Falsen,. "
peMF,,MAGDALENA,FALSEN,MAGDALENA FALSEN,1874,1957,1874-1957,"datter av Conrad og Dorothea Falsen (Anker 2, 132; F 1900). "
peGFF,Q18503131,GEORG [FREDERIK CHRISTOPHER],FASTING,GEORG [FREDERIK CHRISTOPHER] FASTING,1837,1914,1837-1914,norsk skolemann og forfatter.
peEFa,Q3426198,ELLEN,FAVORIN,ELLEN FAVORIN,1853,1919,1853-1919,finsk malerinne.
peAFa,Q11957969,ANDREAS,FAYE,ANDREAS FAYE,1802,1869,1802-1869,norsk prest og historiker.
peTFe,Q7789543,THOMAS [NICOLAY],FEARNLEY,THOMAS [NICOLAY] FEARNLEY,1841,1927,1841-1927,norsk skipsreder.
peLFe,,[FREDERIK LAURENTIUS] LORRY,FEILBERG,[FREDERIK LAURENTIUS] LORRY FEILBERG,1858,1917,1858-1917,"dansk journalist, baker og kabaretdirektør."
peUvF,Q5727276,[OLOF OTTO] URBAN VON,FEILITZEN,[OLOF OTTO] URBAN VON FEILITZEN,1834,1913,1834-1913,"svensk offiser, gårdbruker, forfatter og kritiker."
peFeLu,Q3839634,LUIGI,FERRI,LUIGI FERRI,1826,1895,1826-1895,italiensk filosof.
peHvF,,HEINRICH (Freiherr) VON,FERSTEL,HEINRICH (Freiherr) VON FERSTEL,1828,1883,1828-1883,østerriksk arkitekt.
peZF,,ZDENKO (Zdeněk),FIBICH,ZDENKO (Zdeněk) FIBICH,1850,1900,1850-1900,tsjekkisk komponist.
peAF,Q5729628,[JOHAN] ANDREAS [NEERGAARD],FIBIGER,[JOHAN] ANDREAS [NEERGAARD] FIBIGER,1868,1937,1868-1937,dansk prest.
peFrFr,Q108825,FRIEDRICH,FIEDLER,FRIEDRICH FIEDLER,1859,1917,1859-1917,"tysk lærer, sceneforfatter og oversetter (DBI 3. utg.;"
peJCHF,Q5731579,JOHAN CHRISTIAN HENRIK,FISCHER,JOHAN CHRISTIAN HENRIK FISCHER,1814,1885,1814-1885,dansk minister.
peSFi,Q95541,SAMUEL,FISCHER,SAMUEL FISCHER,1859,1934,1859-1934,tysk forlagsbokhandler.
peFist,,GUSTAV [CHRISTIAN JACOB PIERRE NESTOR],FISTAINE,GUSTAV [CHRISTIAN JACOB PIERRE NESTOR] FISTAINE,1820,1886,1820-1886,dansk språkmann.
peLFi,Q4948162,LAURA [MATHILDA BERNHARDINA],FITINGHOFF,LAURA [MATHILDA BERNHARDINA] FITINGHOFF,1848,1908,1848-1908,"svensk forfatterinne, mor til Rosa Fitinghoff. "
peRFi,Q1120787,[LAURA MATHILDA EDLA] ROSA,FITINGHOFF,[LAURA MATHILDA EDLA] ROSA FITINGHOFF,1872,1949,1872-1949,"svensk forfatterinne, datter av Laura Fitinghoff. "
peJHGF,,JAKOB/JACOB [HENRIK GERHARD],FJELDE,JAKOB/JACOB [HENRIK GERHARD] FJELDE,1859,1896,1859-1896,norsk-amerikansk billedhugger.
peWF,,[AXEL] WILHELM,FLACH,[AXEL] WILHELM FLACH,1857,1920,1857-1920,svensk embetsmann.
peOF,,OLE [HENRIKSEN],FLADAGER,OLE [HENRIKSEN] FLADAGER,1832,1871,1832-1871,norsk billedhugger.
peRF,Q262735,RICHARD,FLEISCHER,RICHARD FLEISCHER,1849,1937,1849-1937,tysk redaktør.
peCLFl,,CHRISTIAN [LUDVIG],FLOOR,CHRISTIAN [LUDVIG] FLOOR,1819,1899,1819-1899,norsk bokhandler.
peCWF,,[CHRISTIAN] WILHELM,FOGHT,[CHRISTIAN] WILHELM FOGHT,1837,1922,1837-1922,dansk skuespiller og teaterdirektør.
peFGFdC,Q1446800,FRANZ GRAF,FOLLIOT DE CRENNEVILLE,FRANZ GRAF FOLLIOT DE CRENNEVILLE,1815,1888,1815-1888,østerriksk general.
peCFoug,Q4579994,CARL [ANDREAS],FOUGSTAD,CARL [ANDREAS] FOUGSTAD,1806,1871,1806-1871,norsk embetsmann og politiker.
peEMF,,ERNST [MORITZ],FRANCKE,ERNST [MORITZ] FRANCKE,1852,1921,1852-1921,tysk sosialpolitiker og redaktør.
peFruF,Q254563,,FRANQUE,FRU VON,,,,"tysk husvertinne, ikke identifisert."
peKongF7,Q94941,,,FREDERIK 7.,1808,1863,1808-1863,dansk konge 1848-63.
peFrV,,,,FREDRIK VILHELM 1.,1802,1875,1802-1875,kurfyrste av Hessen-Kassel 1847-66.
peGF,Q5859657,[JOHAN] GUSTAF,FREDRIKSON,[JOHAN] GUSTAF FREDRIKSON,1832,1921,1832-1921,svensk skuespiller og teaterleder.
peAFr,Q94752512,ANNA,FREYTAG,ANNA FREYTAG,1852,1911,1852-1911,tysk forfatterhustru.
peGFr,Q58811,GUSTAV,FREYTAG,GUSTAV FREYTAG,1816,1895,1816-1895,"tysk forfatter, kulturhistoriker og journalist."
peFF,Q772701,FRIEDRICH,FRIEDLÄNDER,FRIEDRICH FRIEDLÄNDER,1825,1901,1825-1901,østerriksk genremaler.
peCFGF,Q456168,CHRISTIAN [FREDERIK GOTFRIED],FRIELE,CHRISTIAN [FREDERIK GOTFRIED] FRIELE,1821,1899,1821-1899,norsk redaktør.
peHFri,Q3100645,HERMAN,FRIELE,HERMAN FRIELE,1838,1921,1838-1921,norsk forretningsmann og naturforsker.
pePF,,POVL [PETER JØRGEN],FRIIS,POVL [PETER JØRGEN] FRIIS,1854,1905,1854-1905,dansk skuespiller og teaterdirektør.
peJFr,,JOHAN,FRIMODT,JOHAN FRIMODT,1859,1935,1859-1935,dansk bokhandler.
peHeFr,,HENRIETTE [MARIE CHRISTINA],FROMM,HENRIETTE [MARIE CHRISTINA] FROMM,1827,1899,1827-1899,østerriksk offisershustru.
peLvFr,,LUDWIG [CARL MATTHIAS JOSEF] FREIHERR VON,FROMM,LUDWIG [CARL MATTHIAS JOSEF] FREIHERR VON FROMM,1811,1890,1811-1890,østerriksk-ungarsk offiser.
peThF,Q14861532,THEODOR [CHRISTIAN BRUN],FRØLICH,THEODOR [CHRISTIAN BRUN] FRØLICH,1834,1904,1834-1904,norsk oberst og hoffsjef.
peIFu,Q95207517,IDA,FULDA,IDA FULDA,1871,,1871-,tysk skuespillerinne.
peLF,Q72283,LUDWIG [ANTON SALOMON],FULDA,LUDWIG [ANTON SALOMON] FULDA,1862,1939,1862-1939,tysk forfatter.
peLGa,,[JOHANN OTTO] LUDWIG,GABILLON,[JOHANN OTTO] LUDWIG GABILLON,1825,1896,1825-1896,tysk skuespiller og regissør.
peGECG,Q5748952,GOTTLIEB ERNST CLAUSEN,GAD,GOTTLIEB ERNST CLAUSEN GAD,1830,1906,1830-1906,dansk bokhandler og forlegger.
peLHG,Q7905807,LUDVIG HARALD,GADE,LUDVIG HARALD GADE,1823,1897,1823-1897,dansk danser.
peNWG,Q154632,NIELS WILHELM,GADE,NIELS WILHELM GADE,1817,1890,1817-1890,dansk komponist.
peGGal,Q307,GALILEO,GALILEI,GALILEO GALILEI,1564,1642,1564-1642,italiensk fysiker og astronom.
peGSG,,GREGORY SERGEJEVITSJ,GALITZIN,GREGORY SERGEJEVITSJ GALITZIN,1838,1907,1838-1907,"russisk fyrste, senator og generalløytnant."
pePiGa,Q3903905,PIETRO,GALLETTI,PIETRO GALLETTI,,,,"italiensk teatermann (jf. HU 19, 566)."
peLeGa,Q295090,LÉON,GAMBETTA,LÉON GAMBETTA,1838,1882,1838-1882,fransk jurist og politiker.
peJCG,,JOACHIM [CHRISTIAN],GAMBORG,JOACHIM [CHRISTIAN] GAMBORG,1831,1884,1831-1884,norsk jurist og økonom.
peHGa,Q104657299,HUGO,GANZ,HUGO GANZ,1862,1922,1862-1922,tysk journalist og forfatter.
peAGa,,ARNE (Aadne),GARBORG,ARNE (Aadne) GARBORG,1851,1924,1851-1924,norsk forfatter og redaktør.
peGGa,Q539,GIUSEPPE,GARIBALDI,GIUSEPPE GARIBALDI,1807,1882,1807-1882,italiensk nasjonalist og geriljaleder.
peFGa,Q5752315,FREDRIK [TORP],GARMANN,FREDRIK [TORP] GARMANN,1850,1907,1850-1907,norsk skuespiller.
peFLG,Q1448090,FRANZ LUDWIG,GEHE,FRANZ LUDWIG GEHE,1810,1882,1810-1882,tysk forretningsmann og fabrikant.
peALG,,ANNA L.,GEELMUYDEN,ANNA L. GEELMUYDEN,1809,1872,1809-1872,"norsk trykkerieier (Amdam & Keel 1993-99, b. 2)."
peGaG,Q343550,GUSTAF AF,GEIJERSTAM,GUSTAF AF GEIJERSTAM,1858,1909,1858-1909,svensk forfatter.
peGoG,,(GUSTAV) GÖSTA AF,GEIJERSTAM,(GUSTAV) GÖSTA AF GEIJERSTAM,1888,1954,1888-1954,svensk-norsk forfatter og maler.
peNGV,,[SOFIA EUGENIA HORTENCE] NENNIE,GEIJERSTAM-VALENKAMPH,[SOFIA EUGENIA HORTENCE] NENNIE GEIJERSTAM-VALENKAMPH,1864,1900,1864-1900,svensk forfatterhustru.
peGeorgII,Q131981,,,GEORG 2.,1826,1914,1826-1914,hertug av Sachsen-Meiningen og teaterleder.
peBeG,Q1797916,BERNHARD,GETZ,BERNHARD GETZ,1850,1901,1850-1901,norsk jurist.
peCCG,Q64710942,CHRISTIAN [CHRISTOPHER],GIEBELHAUSEN,CHRISTIAN [CHRISTOPHER] GIEBELHAUSEN,1807,1885,1807-1885,dansk-norsk skuespiller og regissør.
peSGi,,SIGNE (Georgine Juliane Flemmentine),GIEBELHAUSEN,SIGNE (Georgine Juliane Flemmentine) GIEBELHAUSEN,1811,1879,1811-1879,dansk-norsk skuespillerinne.
peAG,,ARNE,GIVERHOLT,ARNE GIVERHOLT,1882,1939,1882-1939,"norsk journalist og pressesekretær (HU 19, 546; NBO PA)."
peJAG,,JOHAN [ANDREAS],GJEMS,JOHAN [ANDREAS] GJEMS,,,,norsk kontorist.
peAaG,,AAGOT,GJEMS,AAGOT GJEMS,1857,1926,1857-1926,norsk skuespillerinne og forfatterinne.
peAuG,,AUGUSTA,GJERTSEN,AUGUSTA GJERTSEN,1838,1916,1838-1916,norsk skolestyrerhustru.
peFG,Q11970071,FREDRIK,GJERTSEN,FREDRIK GJERTSEN,1831,1904,1831-1904,norsk skolemann.
peHG,Q5700110,HEINRICH,GLÜCKSMANN,HEINRICH GLÜCKSMANN,1864,1947,1864-1947,østerriksk journalist og forfatter.
peIMHG,,ISAK [MOSES HARTVIG],GLÜCKSTADT,ISAK [MOSES HARTVIG] GLÜCKSTADT,1839,1910,1839-1910,dansk bankdirektør.
peJGl,Q4582210,JACOB,GLØERSEN,JACOB GLØERSEN,1852,1912,1852-1912,norsk maler og tegner.
peKG,,[OLE] KRISTIAN,GLØERSEN,[OLE] KRISTIAN GLØERSEN,1838,1916,1838-1916,norsk pedagog og litterat.
peNGl,,NANCY [VILHELMINE CATHARINA],GLØERSEN,NANCY [VILHELMINE CATHARINA] GLØERSEN,1842,1931,1842-1931,norsk forfatterhustru.
peMGo,Q12326143,MARIUS,GODSKESEN,MARIUS GODSKESEN,1861,1937,1861-1937,dansk advokat.
peJWGo,Q5879,JOHANN WOLFGANG VON,GOETHE,JOHANN WOLFGANG VON GOETHE,1749,1832,1749-1832,tysk dikter.
peMAG,Q1926505,MEÏR [ARON],GOLDSCHMIDT,MEÏR [ARON] GOLDSCHMIDT,1819,1887,1819-1887,dansk forfatter og politisk skribent.
peEmGo,,[LOUIS JEAN] EMMANUEL,GONZALÉS,[LOUIS JEAN] EMMANUEL GONZALÉS,1815,1887,1815-1887,spansk-fransk romanforfatter.
peCGo,,[AUGUST HERMAN FERDINAND] CARL,GOOS,[AUGUST HERMAN FERDINAND] CARL GOOS,1835,1917,1835-1917,dansk rettslærd og politiker.
peEGo,Q742371,EDMUND [WILLIAM],GOSSE,EDMUND [WILLIAM] GOSSE,1849,1928,1849-1928,engelsk forfatter og kritiker.
peEpps,,NELLIE (Ellen),GOSSE,NELLIE (Ellen) GOSSE,1850,1929,1850-1929,engelsk kritikerhustru.
peFGo,Q1457044,FRIEDERIKE,GOSSMANN,FRIEDERIKE GOSSMANN,1836,1906,1836-1906,tysk-østerriksk skuespillerinne.
peRG,,RUDOLF [CARL VON],GOTTSCHALL,RUDOLF [CARL VON] GOTTSCHALL,1823,1909,1823-1909,tysk forfatter.
peJGTG,Q95383,JOHANN GEORG THEODOR,GRAESSE,JOHANN GEORG THEODOR GRAESSE,1814,1885,1814-1885,"tysk bibliotekar (HU 19, 491)."
peFGr,,FREDERIKKE [SEVERINE MATTHEA],GRAM,FREDERIKKE [SEVERINE MATTHEA] GRAM,1811,1896,1811-1896,norsk offisershustru.
peCKG,,CHRISTEN [KNAGENHJELM],GRAN,CHRISTEN [KNAGENHJELM] GRAN,1822,1899,1822-1899,norsk kjøpmann.
peFGran,Q55850719,FRANZ,GRANDAUR,FRANZ GRANDAUR,1822,1896,1822-1896,tysk operaregissør (DBI).
peHJGr,,HENRIK JØRGEN,GREENSTEEN,HENRIK JØRGEN GREENSTEEN,1833,1895,1833-1895,dansk skolemann og forfatter.
peGreg,,,,"GREGOR FRA NAZIANZ, kalt Teologen",0330,0390,0330-0390,gresk kirkeleder.
peJTG,,JACK (Jacob) THOMAS,GREIN,JACK (Jacob) THOMAS GREIN,1862,1935,1862-1935,nederlandsk-britisk teaterkritiker og teaterleder.
peHuG,Q1635078,HUGO,GREINZ,HUGO GREINZ,1873,1946,1873-1946,"østerriksk forfatter, journalist og oversetter."
peRiG,Q3430809,RICHARD,GRELLING,RICHARD GRELLING,1853,,1853-,tysk advokat og forfatter.
peEGr,Q80621,EDVARD [HAGERUP],GRIEG,EDVARD [HAGERUP] GRIEG,1843,1907,1843-1907,norsk komponist.
peJG,Q6236330,JOHN,GRIEG,JOHN GRIEG,1840,1901,1840-1901,norsk forretningsmann.
peNG,Q2499581,NINA,GRIEG,NINA GRIEG,1845,1935,1845-1935,norsk sangerinne og sangpedagog.
peSGM,,SIGNE,GRIEG/GRIEG-MÜLLER,SIGNE GRIEG/GRIEG-MÜLLER,1868,1960,1868-1960,norsk skuespillerinne.
peGr,,G.G.,GRIMM,G.G. GRIMM,,1865,-1865,dansk boktrykker i Slesvig.
peKrGr,,KRISTIAN,GRIMSGAARD,KRISTIAN GRIMSGAARD,1862,,1862-,norsk bokhandler.
peReGr,Q55850848,GÜNTHER VON DER,GROEBEN,GÜNTHER VON DER GROEBEN,1832,1900,1832-1900,tysk offiser og redaktør.
peGro,Q216999,monsieur,GROS,monsieur GROS,,,,ikke identifisert.
peEmGr,Q94759611,EMANUEL,GROSSER,EMANUEL GROSSER,1874,1921,1874-1921,tysk portrettmaler.
peMGr,Q111373,MAX,GRUBE,MAX GRUBE,1854,1934,1854-1934,"tysk skuespiller, teaterleder og forfatter."
peTG,Q21711288,TONY,GRUBHOFER,TONY GRUBHOFER,1854,1935,1854-1935,østerriksk landskapsmaler og illustratør.
peLGr,Q30049709,LAURA,GRUNDTVIG,LAURA GRUNDTVIG,1837,1891,1837-1891,dansk akademikerhustru.
peNFSGr,Q331893,NICOLAI FREDERIK SEVERIN,GRUNDTVIG,NICOLAI FREDERIK SEVERIN GRUNDTVIG,1783,1872,1783-1872,"dansk prest, forfatter og historiker."
peGrae,Q62971,CARL,GRÆBE,CARL GRÆBE,1851,1930,1851-1930,dansk boktrykker.
peAuGr,,AUGUST,GRÖBNER,AUGUST GRÖBNER,1860,1914,1860-1914,østerriksk kommunemann.
peLuGr,Q99531041,LUDWIG,GRÖBNER,LUDWIG GRÖBNER,1853,1916,1853-1916,Ibsens vert i Gossensass.
peMarGr,,MARIE (Maria),GRÖBNER,MARIE (Maria) GRÖBNER,1855,1937,1855-1937,østerriksk guvernante.
peMaGr,,MAX,GRÖBNER,MAX GRÖBNER,1861,1922,1861-1922,østerriksk kjøpmann og hotellvert.
peGrob,,fru,GRÖBNER,fru GRÖBNER,,,,Max Gröners hustru. 
peToGr,,TONI (ANTONIA),GRÖBNER,TONI (ANTONIA) GRÖBNER,1870,1952,1870-1952,østerriksk hotellvertinne.
peAFG,,[ANDREAS] FREDRIK [SCHROETER],GRØN,[ANDREAS] FREDRIK [SCHROETER] GRØN,1819,1905,1819-1905,norsk lege.
peABG,Q270464,AGATHE [URSULA] BACKER,GRØNDAHL,AGATHE [URSULA] BACKER GRØNDAHL,1847,1907,1847-1907,norsk pianistinne og komponist.
peOAG,Q6548567,OLAUS [ANDREAS],GRØNDAHL,OLAUS [ANDREAS] GRØNDAHL,1847,1923,1847-1923,norsk sanginstruktør.
peAGro,Q15401554,[HANS] AIMAR [MOW],GRØNVOLD,[HANS] AIMAR [MOW] GRØNVOLD,1846,1926,1846-1926,norsk embetsmann og musikkhistoriker.
peAugG,,AUGUSTA,GRØNVOLD,AUGUSTA GRØNVOLD,1848,,1848-,norsk musikklærerinne.
peBG,,BERNT [BORCHGREVINK],GRØNVOLD,BERNT [BORCHGREVINK] GRØNVOLD,1859,1923,1859-1923,"norsk maler, tegner og kunstsamler."
peDG,Q5274240,DIDRIK [HEGERMANN],GRØNVOLD,DIDRIK [HEGERMANN] GRØNVOLD,1855,1928,1855-1928,"norsk skolemann, forfatter og museumsmann."
peHGr,,HEDWIG,GRØNVOLD,HEDWIG GRØNVOLD,,,,tysk malerhustru.
peMG,Q5774795,MARCUS [FREDRIK STEEN],GRØNVOLD,MARCUS [FREDRIK STEEN] GRØNVOLD,1845,1929,1845-1929,norsk maler og tegner.
peHHermann,,«MINKA» (Hermine),GRØNVOLD,«MINKA» (Hermine) GRØNVOLD,1862,1931,1862-1931,tysk malerinne.
peHaGu,Q701669,HANS [FREDRIK],GUDE,HANS [FREDRIK] GUDE,1825,1903,1825-1903,norsk maler og akademiprofessor.
peNGu,Q4567201,NILS,GUDE,NILS GUDE,1859,1908,1859-1908,norsk maler.
peCGu,Q712979,CATO [MAXIMILIAN],GULDBERG,CATO [MAXIMILIAN] GULDBERG,1836,1902,1836-1902,norsk matematiker og fysiker.
peGAG,Q3373754,GUSTAV [ADOLF],GULDBERG,GUSTAV [ADOLF] GULDBERG,1854,1908,1854-1908,norsk anatom.
peBGu,,BIRGITTE [CORNELIA],GULDBRANDSEN,BIRGITTE [CORNELIA] GULDBRANDSEN,1839,1927,1839-1927,norsk skuespillerinne og sangerinne.
peJCGun,,JENS CHR.,GUNDERSEN,JENS CHR. GUNDERSEN,1820,1893,1820-1893,norsk boktrykker (NBO PA).
peLG,Q1779050,LAURA [SOFIE COUCHERON],GUNDERSEN,LAURA [SOFIE COUCHERON] GUNDERSEN,1832,1898,1832-1898,norsk skuespillerinne.
peSG,Q5776691,SIGVARD [EMIL],GUNDERSEN,SIGVARD [EMIL] GUNDERSEN,1842,1903,1842-1903,norsk skuespiller.
peHGu,Q95235932,HANS,GUNDORPH,HANS GUNDORPH,1808,1874,1808-1874,dansk bibliotekar.
peGG,Q42091261,[JOHAN] GUSTAF,GUSTAFSSON,[JOHAN] GUSTAF GUSTAFSSON,1835,1884,1835-1884,"svensk teaterdirektør, skuespiller og regissør."
peGuA,Q52938,,,GUSTAV 2. ADOLF,1594,1632,1594-1632,svensk konge 1611-32.
peKongG3,Q52930,,,GUSTAV 3.,1746,1792,1746-1792,svensk konge 1771-92.
peNHG,,NIELS HENRIKSSØN til Austråt,GYLDENLØVE,NIELS HENRIKSSØN til Austråt GYLDENLØVE,,1523,-1523,norsk adelsmann.
pePGy,,PER (Peder),GYNT,PER (Peder) GYNT,,,,norsk sagnskikkelse fra Gudbrandsdalen.
peHad,,eg.: Publius Aelius Hadrianus,HADRIAN,eg.: Publius Aelius Hadrianus HADRIAN,7006,0138,7006-0138,romersk keiser 117-38.
peWiHa,,[JOHAN FREDRIK] WILHELM,HAFFNER,[JOHAN FREDRIK] WILHELM HAFFNER,1835,1901,1835-1901,norsk offiser.
pePAAH,Q5782052,[PETER ANTON] ALFRED,HAGE,[PETER ANTON] ALFRED HAGE,1803,1872,1803-1872,dansk forretningsmann og politiker.
peEPHH,Q5782079,[EDVARD PHILIP] HOTHER,HAGE,[EDVARD PHILIP] HOTHER HAGE,1816,1873,1816-1873,dansk politiker.
peCHa,,[FREDRIK] CHRISTIAN,HAGEMANN,[FREDRIK] CHRISTIAN HAGEMANN,1810,1863,1810-1863,norsk advokat.
peFHag,Q1441544,[GEORG] FRANCIS,HAGERUP,[GEORG] FRANCIS HAGERUP,1853,1921,1853-1921,"norsk jurist, politiker og diplomat."
peHHag,Q5650103,HANS,HAGERUP,HANS HAGERUP,1823,1883,1823-1883,dansk bokhandler.
peAHag,,AGATHA,HAGGENMÜLLER,AGATHA HAGGENMÜLLER,,,,tysk kjøpmannsenke.
peCCH,Q725118,CARL CHRISTIAN,HALL,CARL CHRISTIAN HALL,1812,1888,1812-1888,dansk politiker og førsteminister.
peCaHa,,CARL [BRUNNELL],HALS,CARL [BRUNNELL] HALS,1846,1918,1846-1918,norsk overlærer (Sommerfeldt 1954).
peKH,Q4589078,KARL [MARIUS ANTON JOHAN],HALS,KARL [MARIUS ANTON JOHAN] HALS,1822,1898,1822-1898,norsk pianofabrikant.
peMPH,,PETTER [MARTIN EMIL NILSON],HALS,PETTER [MARTIN EMIL NILSON] HALS,1823,1871,1823-1871,norsk pianofabrikant.
peSiHa,,SIGURD,HALS,SIGURD HALS,1859,1931,1859-1931,norsk pianofabrikant.
peJBH,Q4567400,JENS BRAAGE,HALVORSEN,JENS BRAAGE HALVORSEN,1845,1900,1845-1900,"norsk bibliotekar, pressemann og leksikonredaktør."
peOH,,OLAF [CHRISTOPHERSEN],HALVORSEN,OLAF [CHRISTOPHERSEN] HALVORSEN,1872,1942,1872-1942,norsk bankfunksjonær (Sommerfeldt 1954).
peGAKH,Q5786083,GUSTAF [AXEL KNUT],HAMILTON,GUSTAF [AXEL KNUT] HAMILTON,1831,1913,1831-1913,svensk sosialøkonom og politiker.
peCH,Q5645637,CHRISTIAN [MONSEN],HAMMER,CHRISTIAN [MONSEN] HAMMER,1818,1905,1818-1905,"norsk-svensk gullsmed, gårdeier og samler."
peHFHa,Q81498061,[ABRAHAM CHRISTIAN] HJALMAR [FRITHJOF],HAMMER,[ABRAHAM CHRISTIAN] HJALMAR [FRITHJOF] HAMMER,1846,1896,1846-1896,norsk skuespiller.
peMJH,Q1903967,MARTIN [JOHANNES],HAMMERICH,MARTIN [JOHANNES] HAMMERICH,1811,1881,1811-1881,dansk skolemann og forfatter.
peOLH,Q12717460,OLE [LARSEN],HAMMERSTAD,OLE [LARSEN] HAMMERSTAD,1817,1873,1817-1873,norsk bonde og politiker.
peAHamo,,[FRÉDÉRIC ADOLPHE] AUGUSTIN,HAMON,[FRÉDÉRIC ADOLPHE] AUGUSTIN HAMON,1862,1945,1862-1945,"fransk sosiolog, journalist og oversetter."
pePHane,,PEDER,HANEVOLD,PEDER HANEVOLD,1851,1920,1851-1920,norsk hotelleier (NBO PA).
peEmHa,,EMMA,HANSCH,EMMA HANSCH,,,,tysk pensjonatvertinne.
peNaHa,,NATALIE,HANSCH,NATALIE HANSCH,,,,tysk pensjonatvertinne.
peAHan,,ASA [CATHARINA],HANSEN,ASA [CATHARINA] HANSEN,1854,1933,1854-1933,dansk forfatterhustru.
peCAH,,CARL [ANDREAS],HANSEN,CARL [ANDREAS] HANSEN,1829,1898,1829-1898,norsk skuespiller.
peHansen,,frøken,HANSEN,frøken HANSEN,,,,muligens norske Ernstine Hanson (1820-1907).
peGAH,Q217344,GERHARD [HENRIK] ARMAUER,HANSEN,GERHARD [HENRIK] ARMAUER HANSEN,1841,1912,1841-1912,norsk lege.
peHHa,,HARALD [FREDRIK],HANSEN,HARALD [FREDRIK] HANSEN,1863,1899,1863-1899,norsk journalist (Sommerfeldt 1954).
peJDIH,,JOHAN [DANIEL] IRGENS,HANSEN,JOHAN [DANIEL] IRGENS HANSEN,1854,1895,1854-1895,norsk kritiker og teatermann.
peLH,Q1635555,LARS,HANSEN,LARS HANSEN,1813,1872,1813-1872,dansk portrettmaler.
pePHa,Q5788371,[HANS CHRISTIAN] PETER,HANSEN,[HANS CHRISTIAN] PETER HANSEN,1840,1905,1840-1905,"dansk journalist, litteratur- og teaterhistoriker."
pePEH,,PETER EMMANUEL/PJOTR GOTFRIDOVITSJ,HANSEN,PETER EMMANUEL/PJOTR GOTFRIDOVITSJ HANSEN,1854,1930,1854-1930,dansk-russisk litterat og oversetter.
