Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,Mentioned_Person_ID,Mentioned_Person,Mentioned_Org_ID,Mentioned_Org,Mentioned_Places_Abbr,Mentioned_Places,Recipient_Adress,Mentioned_Works_IDs
B18751125FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1875-11-25,MÜNCHEN,Mun,"'peGBe, peHJP, peNL, peEStj'",,orgKT,,"'Kri, Kris, Kbh, Sthlm'","'Kristiania, Kristiansand, København, Stockholm'",,"'woHH, woKE, woUF, woPG'"
B18751203EaE,peHI,HENRIK IBSEN,peEaE,ERIK AF EDHOLM,1875-12-03,MÜNCHEN,Mun,"'peEStj, peAWi'",,orgKDTS,,"'D, Sthlm, Wien'","'Tyskland, Stockholm, Wien'",,"'woHH, woKE'"
B18751204CHo,peHI,HENRIK IBSEN,peCHo,CHRISTIAN HOLST,1875-12-04,MÜNCHEN,Mun,peEMo,,,,,,,
B18751210FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1875-12-10,MÜNCHEN,Mun,peGBe,,orgKT,,Mun,München,,"'woSS, woHH, woKE, woBr'"
B18751220NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1875-12-20,MÜNCHEN,Mun,"'pePeSi, peASL'",,orgDagbl,,"'Pa, Berl'","'Paris, Berlin'",,
B18751229EP,peHI,HENRIK IBSEN,peEP,EILIF PETERSSEN,1875-12-29,MÜNCHEN,Mun,,,,,,,,
B18751231FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1875-12-31,MÜNCHEN,Mun,"'peSuI, peSiI'",,,,D,Tyskland,,
B18760122HL,peHI,HENRIK IBSEN,peHL,HARTVIG LASSEN,1876-01-22,MÜNCHEN,Mun,"'peNL, peBB'",,orgChrTh,,Navneregsiter_HISe#plKri,Kristiania,,"'woPG, woSS, woHH, woKE, woUF, woKK'"
B18760125NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1876-01-25,MÜNCHEN,Mun,"'peCCG, peHL, peHJP, peASL, peST'",,orgChrTh,,"'Kris, Lon'","'Kristiansand, London'",,"'woPG, woSS, woKG, woHH, woKE'"
B18760126ASL,peHI,HENRIK IBSEN,peASL,ALFRED SINDING-LARSEN,1876-01-26,MÜNCHEN,Mun,"'peNL, peKM, peEP, peOSi, peMG, peORus, peJEk, peST'",,,,Lon,London,"'Herr cand: jur: Alfred Larsen., Josefinegade, hjørnet af Pilestrædet., Christiania., (Norwegen.)'","'woSS, woHH, woKE, woKG'"
B18760127EStj,peHI,HENRIK IBSEN,peEStj,EDVARD STJERNSTRÖM,1876-01-27,MÜNCHEN,Mun,peLStj,,,,"'Kri, Kbh, Sthlm'","'Kristiania, København, Stockholm'",,"'woHH, woKE, woSS'"
B18760205FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1876-02-05,MÜNCHEN,Mun,"'peEStj, peHD'",,,,,,,"'woKG, woHH, woSS'"
B18760205EStj,peHI,HENRIK IBSEN,peEStj,EDVARD STJERNSTRÖM,1876-02-05,MÜNCHEN,Mun,"'peFH, peLStj'",,,,Sthlm,Stockholm,,woHH
B18760206JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1876-02-06,MÜNCHEN,Mun,"'peMAT, peSuI, peTK, peSiI'",,,,"'Tel, Sthlm, Ty'","'Telemarken, Stockholm, Tyrol'",,"'woSS, woKE, woHH'"
B18760220NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1876-02-20,MÜNCHEN,Mun,"'peHL, peHJP'",,,,Kris,Kristiansand,,woPG
B18760221HL,peHI,HENRIK IBSEN,peHL,HARTVIG LASSEN,1876-02-21,MÜNCHEN,Mun,"'peBB, pePLi'",,orgChrTh,,"'N, Kbh, Sthlm, D'","'Norge, København, Stockholm, Tyskland'",,"'woPG, woHH'"
B18760226AR,peHI,HENRIK IBSEN,peAR,AUGUST RASMUSSEN,1876-02-26,MÜNCHEN,Mun,,,,,,,,"'woHH, woSS'"
B18760305LJ,peHI,HENRIK IBSEN,peLJ,LUDVIG JOSEPHSON,1876-03-05,MÜNCHEN,Mun,"'peFGran, peSuI'",,orgChrTh,,,,,"'woPG, woHH'"
Budat18760314JR,peHI,HENRIK IBSEN,peJR,JULIE RUHKOPF,1876-03-14,MÜNCHEN,Mun,peSuI,,,,D,Tyskland,,woSS
B18760325TA,peHI,HENRIK IBSEN,peTA,THEODOR ACKERMANN,1876-03-25,MÜNCHEN,Mun,,,,,,,,woHH
B18760327NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1876-03-27,MÜNCHEN,Mun,,,,,War,Warschau,,"'woPG, woHH, woDi, woBall'"
B18760330EGr,peHI,HENRIK IBSEN,peEGr,EDVARD GRIEG,1876-03-30,MÜNCHEN,Mun,,,orgChrTh,,"'Sthlm, Mun, Ty'","'Stockholm, München, Tyrol'",,woPG
Budat187603EP,peHI,HENRIK IBSEN,peEP,EILIF PETERSSEN,1876-03,MÜNCHEN,Mun,"'peJKr, peOBull'",,,,,,,
B18760411FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1876-04-11,MÜNCHEN,Mun,,,,,,,,"'woPG, woHH'"
Budat18760411NN_Igaar,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1876-04-11,MÜNCHEN,Mun,,,,,,,,woHH
B18760424ESta,peHI,HENRIK IBSEN,peESta,EMIL STANG,1876-04-24,MÜNCHEN,Mun,,,orgStort,,,,,
B18760428BurgT,peHI,HENRIK IBSEN,orgBurg,BURGTHEATER,1876-04-28,MÜNCHEN,Mun,,,,,,,,woHH
Budat187604JLo,peHI,HENRIK IBSEN,peJLo,JAKOB LØKKE,1876-04,MÜNCHEN,Mun,peLu2,,,,,,,
B18760508JSt,peHI,HENRIK IBSEN,peJSt,PAUL STUB,1876-05-08,MÜNCHEN,Mun,,,,,,,,
B18760516CCG,peHI,HENRIK IBSEN,peCCG,CHRISTIAN GIEBELHAUSEN,1876-05-16,MÜNCHEN,Mun,"'peEGr, peLJ, peHL'",,orgChrTh,,,,,woPG
B18760530FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1876-05-30,MÜNCHEN,Mun,"'peGeorgII, peEStj, peSuI, peHD'",,,,"'Berl, Mun'","'Berlin, München'",,woKE
B18760614LJ,peHI,HENRIK IBSEN,peLJ,LUDVIG JOSEPHSON,1876-06-14,MÜNCHEN,Mun,"'peKAWi, peFGran, peRWag, peGeorgII, peCWo, peSuI'",,"'orgChrTh, orgBurg'",,"'Bayr, Mei, Schw, Wien, Mun'","'Bayreuth, Meiningen, Schwerin, München'",,"'woKE, woHH'"
B18760624FvD,peHI,HENRIK IBSEN,peFvD,FRANZ DINGELSTEDT,1876-06-24,MÜNCHEN,Mun,,,orgBurg,,Wien,Wien,,
B18760627NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1876-06-27,MÜNCHEN,Mun,peCH,,orgDagbl,,"'Sthlm, Mun, Ty'","'Stockholm, München, Tyrol'",,woPG
B18760706GeorgII,peHI,HENRIK IBSEN,peGeorgII,GEORG 2. AV SACHSEN-MEININGEN,1876-07-06,MÜNCHEN,Mun,peEFra,,,,,,,
B18760707CH,peHI,HENRIK IBSEN,peCH,CHRISTIAN HAMMER,1876-07-07,MÜNCHEN,Mun,peKongO2,,,,,,,
B18760710NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1876-07-10,MÜNCHEN,Mun,,,,,,,,
B18760712ESta,peHI,HENRIK IBSEN,peESta,EMIL STANG,1876-07-12,MÜNCHEN,Mun,peHJJ,,,,"'SE, Dk, D, Mun, Ty'","'Sverig, Danmark, Tyskland, München, Tyrol'",,
B18760715LJ,peHI,HENRIK IBSEN,peLJ,LUDVIG JOSEPHSON,1876-07-15,MÜNCHEN,Mun,"'peFGran, peRWag, peHLe'",,,,"'Hel, Kri, Pas, Bayr'","'Helsingfors, Kristiania, Passau, Bayreuth'",,
B18760730ORK,peHI,HENRIK IBSEN,peORK,RICHARD KIERULF,1876-07-30,MÜNCHEN,Mun,"'peFGran, peKongO2, peKP, peHLe'",,,,,,,
B18760801GB,peHI,HENRIK IBSEN,peGB,GEORG BRANDES,1876-08-01,MÜNCHEN,Mun,peGBr,,,,"'Berl, Goss, Ty, Kbh'","'Berlin, Gossensass, Tyrol, København'",,
B18760804EGr,peHI,HENRIK IBSEN,peEGr,EDVARD GRIEG,1876-08-04,MÜNCHEN,Mun,,,,,"'Ty, Goss, Bren, Ster, Mun, Ros, Inn, Bayr'","'Tyrol, Gossensass, Brenner, Sterzing, München, Rosenheim, Innsbruck, Bayreuth'",,
B18760915FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1876-09-15,KALTERN,Kal,"'peGeorgII, peGBe, peJK, peEFa, peJP'",,"'orgBurg, orgKT'",,"'Mei, Berl, Wien, Schw, Dre, Mun, Kbh, It, Kbh'","'Meiningen, Berlin, Wien, Schwerin, Dresden, München, København, Italien, København'",,"'woKE, woHH, woF2, woSS, woPG'"
B18760917CHo,peHI,HENRIK IBSEN,peCHo,CHRISTIAN HOLST,1876-09-17,KALTERN,Kal,,,,,Ty,Tyrol,,
B18760918HL,peHI,HENRIK IBSEN,peHL,HARTVIG LASSEN,1876-09-18,KALTERN,Kal,peSuI,,orgChrTh,,"'Ty, Mun, Kri'","'Syd-Tyrol, München, Kristiania'",,woPG
B18760921JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1876-09-21,KALTERN,Kal,"'peGeorgII, peSuI, peSiI, peMT, peAxT, peTK, peHCT, peMAT'",,orgBurg,,"'Ty, Berl, Wien, Schw, Dre, Lei, Mun, D, Ost, Mei, Goss, Zur, Eu, Han'","'Tyrol, Berlin, Wien, Schwerin, Dresden, Leipzig, München, Tyskland, Østerrig, Meiningen, Gossensass, Zürich, Europa, Hannover'",,"'woHH, woKE, woF2'"
B18760930JBogh,peHI,HENRIK IBSEN,peJBogh,JOHAN BØGH,1876-09-30,MÜNCHEN,Mun,peAR,,orgTeatB,,"'Ty, Berg'","'Tyrol, Bergen'",,woHH
B18761020JBogh,peHI,HENRIK IBSEN,peJBogh,JOHAN BØGH,1876-10-20,MÜNCHEN,Mun,,,orgTeatB,,Mun,München,,"'woHH, woSS'"
B18761021JBogh,peHI,HENRIK IBSEN,peJBogh,JOHAN BØGH,1876-10-21,MÜNCHEN,Mun,,,,,,,,
B18761021FKr,peHI,HENRIK IBSEN,peFKr,FRITZ KRASTEL,1876-10-21,MÜNCHEN,Mun,peLGa,,orgBurg,,,,,woHH
B18761026FvD,peHI,HENRIK IBSEN,peFvD,FRANZ DINGELSTEDT,1876-10-26,MÜNCHEN,Mun,,,,,,,,
B18761031FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1876-10-31,MÜNCHEN,Mun,"'peGBe, peMAG'",,"'orgKT, orgGyl'",,"'Kal, Kbh'","'Kaltern, København'",,"'woHH, woPG, woBr'"
B18761105FvD,peHI,HENRIK IBSEN,peFvD,FRANZ DINGELSTEDT,1876-11-05,MÜNCHEN,Mun,,,orgBurg,,N plDk,"'meines, skandinavischen Vaterlandes'",,woHH
B18761109FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1876-11-09,MÜNCHEN,Mun,"'peMAG, peAvWo, peJP'",,,,"'D, Mun, Berg, Rom, N'","'Tyskland, München, Bergen, Rom, Norge'",,"'woBr, woF2, woHH'"
B18761118HL,peHI,HENRIK IBSEN,peHL,HARTVIG LASSEN,1876-11-18,MÜNCHEN,Mun,peJP,,"'orgChrTh, orgGyl'",,Rom,Rom,,
B18761119AvWo,peHI,HENRIK IBSEN,peAvWo,ALFRED VON WOLZOGEN,1876-11-19,MÜNCHEN,Mun,"'peAS, peEK, peCRay, peST, peIsP'",,orgKNT,,"'Schw, Ski, N, Kri, Ska, Mun, Lon, War, D, Eng, Fr, Am, Holl, Spa, Fin, It, Rom, Eg, Suez, Dre, Wis'","'Schwerin, Skien, Norwegen, Christiania, den skandinavischen Ländern, München, London, Warschau, Deutschland, England, Frankreich, Nord-Amerika, Holland, Spanien, Finnland, Italien, Rom, Aegypten, Suezkanals, Dresden, Wismar'",,"'woC1, woK1, woG1, woF1, woHH, woKK, woKE, woBr, woPG, woUF, woDi, woKG'"
B18761218EaE,peHI,HENRIK IBSEN,peEaE,ERIK AF EDHOLM,1876-12-18,MÜNCHEN,Mun,,,orgKDTS,,,,"'Til, hs: , hofmarskalken herr Erik af Edholm., Stockholm., (Schweden.)'",woHH
B18761220BP,peHI,HENRIK IBSEN,peBP,BRYNHJOLF PROM,1876-12-20,MÜNCHEN,Mun,peSuI,,,,,,"'Herr Polythechniker Prom, aus Norwegen., Abzugeben in Café Probst., Neuhausser-Strasse., (Hier)'",
B18761220FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1876-12-20,MÜNCHEN,Mun,"'peRS, peJP'",,,,Rom,Rom,,woBr
B18761222GH,peHI,HENRIK IBSEN,peGH,GUSTAV HARTMANN,1876-12-22,MÜNCHEN,Mun,peSuI,,,,,,"'Herrn Polytechniker Hartmann, aus Norwegen., Abzugeben in Café Probst., Neuhauser-Strasse., (Hier.)'",
B18761224EHol,peHI,HENRIK IBSEN,peEHol,ELISE HOLCK,1876-12-24,MÜNCHEN,Mun,,,,,,,,
B18761224DG,peHI,HENRIK IBSEN,peDG,DIDRIK GRØNVOLD,1876-12-24,MÜNCHEN,Mun,,,,,,,,woF2
Budat1875-76NN_Lieber,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1875 - 1876,MÜNCHEN,Mun,,,,,,,,
Budat1876AvWo,peHI,HENRIK IBSEN,peAvWo,ALFRED VON WOLZOGEN,1876-12,MÜNCHEN,Mun,"'peKongO2, peJWGo, peCRay'",,,,"'SE, N, Mei, Mun'","'Schweden, Norwegen, Meiningen, München'",,"'woF2, woBr, woNo, woSa, woOL1, woKG'"
Budat1876-77LD,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1876 - 1877,MÜNCHEN,Mun,peFH,,,,,,,
B18770103JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1877-01-03,MÜNCHEN,Mun,"'peTK, peMT, peCF, peMAT'",,orgTeatB,,"'Eu, Berg, Berl'","'Europa, Bergen, Berlin'",,
B18770119CEP,peHI,HENRIK IBSEN,peCEP,CARL EDWARD WILHELM PIPER,1877-01-19,MÜNCHEN,Mun,peAvK,,,,Wien,Wien,,
B18770204JS,peHI,HENRIK IBSEN,peJS,JOHAN SVERDRUP,1877-02-04,MÜNCHEN,Mun,"'peMvJ, peVS, peAS, peBB'",,orgStort,,"'Eu, Eng, Berl, D, SE'","'Europa, England, Berlin, Tyskland, Sverig'",,"'woKG, woKE, woUF, woBr, woHH, woF2'"
B18770209FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-02-09,MÜNCHEN,Mun,"'peAnL, peGB'",,,,Dk,Danmark,,"'woKK, woUF, woF2, woSS'"
B18770214NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1877-02-14,MÜNCHEN,Mun,pePeSi,,,,Kri,Kristiania,,
B18770216CC,peHI,HENRIK IBSEN,peCC,CAMILLA COLLETT,1877-02-16,MÜNCHEN,Mun,,,,,,,,
B18770227FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-02-27,MÜNCHEN,Mun,,,,,,,,woKK
B18770326ESta,peHI,HENRIK IBSEN,peESta,EMIL STANG,1877-03-26,MÜNCHEN,Mun,,,,,,,,
B18770330BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1877-03-30,MÜNCHEN,Mun,peSuI,,,,"'Kri, Berg'",Bergen,,"'woUF, woSS, woUF'"
B18770401CRN,peHI,HENRIK IBSEN,peCRN,CARL RUPERT NYBLOM,1877-04-01,MÜNCHEN,Mun,,,,,,,,
B18770405NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1877-04-05,MÜNCHEN,Mun,peFH,,orgDagbl,,,,,
B18770415PLi,peHI,HENRIK IBSEN,pePLi,PAUL LINDAU,1877-04-15,MÜNCHEN,Mun,peRB,,,,,,,
B18770420FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-04-20,MÜNCHEN,Mun,,,,,"'Kbh, Upp'","'København, Upsala'",,woSS
B18770429LD,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1877-04-29,MÜNCHEN,Mun,"'peCRN, peEJ, peLJ, peOSch, pePHey, peMCa, peFGran, peGV, peCC, peOWe, peJKr'",,,,"'D, Ach, Rom, It, Upp'","'Tyskland, Achatz, Rom, Italien, Upsala'",,
B18770531CRN,peHI,HENRIK IBSEN,peCRN,CARL RUPERT NYBLOM,1877-05-31,MÜNCHEN,Mun,peKongO2,,"'orgUiUpp, orgNTB, orgKNT, orgChrTh'",,"'Upp, Ski, N, Dk, D, It, Dre, Sthlm, Suez, Eg, Fr, Wien, Kri, Mun'","'Upsala, Skien, Norge, Danmark, Tyskland, Italien, Dresden, Stockholm, Suez-kanalens, Egypten, Frankrig, Wien, Kristiania, München'",,"'woC1, woK1, woG1, woF1, woHH, woKK, woKE, woBr, woPG, woUF, woDi, woKG'"
B18770608KWa,peHI,HENRIK IBSEN,peKWa,KARL WARBURG,1877-06-08,MÜNCHEN,Mun,,,,,,,,
Budat18770616FHag,peHI,HENRIK IBSEN,peFHag,FRANCIS HAGERUP,1877-06-16,[MÜNCHEN],Mun,peGB,,,,,,,
B18770617FB,peHI,HENRIK IBSEN,peFB,FREDERIK BÆTZMANN,1877-06-17,MÜNCHEN,Mun,"'peJV, peJP'",,orgDagbl,,,,,
B18770620BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1877-06-20,MÜNCHEN,Mun,"'peNRo, peEGr, peSuI'",,orgNatSc,,Kri,Kristiania,,"'woBr, woOL1, woOL3'"
B18770624FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-06-24,MÜNCHEN,Mun,peGB,,orgKDTS,,,,,woSS
B18770624ChrTh,peHI,HENRIK IBSEN,orgChrTh,CHRISTIANIA THEATER,1877-06-24,MÜNCHEN,Mun,,,orgChrTh,,,,,woBr
B18770704FR,peHI,HENRIK IBSEN,peFR,FREDERIK RODE,1877-07-04,[MÜNCHEN],Mun,peSuI,,,,,,,
B18770729FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-07-29,MÜNCHEN,Mun,"'peAuLa, peSuI, peSiI'",,,,N,Norge,,woSS
B18770805NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1877-08-05,MÜNCHEN,Mun,"'peSuI, peSiI'",,,,"'Berg, Upp'","'Bergen, Upsala'",,
B18770806FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-08-06,MÜNCHEN,Mun,,,,,"'Dk, SE, N'","'Danmark, Sverig, Norge'",,woSS
B18770811ORK,peHI,HENRIK IBSEN,peORK,RICHARD KIERULF,1877-08-11,MÜNCHEN,Mun,peKongO2,,,,,,,
B18770811KongO2,peHI,HENRIK IBSEN,peKongO2,KONG OSCAR 2.,1877-08-11,MÜNCHEN,Mun,peGeorgII,,,,,,,
B18770814FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-08-14,MÜNCHEN,Mun,"'peSuI, peAuLa'",,,,"'Berg, Kbh, Ste'","'Bergen, København, Stettin'",,woSS
B18770819FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-08-19,MÜNCHEN,Mun,,,,,Kbh,København,,woSS
B18770820FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-08-20,MÜNCHEN,Mun,,,,,,,,woSS
B18770821SuI,peHI,HENRIK IBSEN,peSuI,SUSANNA IBSEN,1877-08-21,MÜNCHEN,Mun,"'peSiI, peEVu, peMG, peDG'",,,,"'Ste, Berg, SE'","'Stettin, Bergen, Sverig'",,woSS
B18770821SiI,peHI,HENRIK IBSEN,peSiI,SIGURD IBSEN,1877-08-21,MÜNCHEN,Mun,peJP,,,,"'Ham, Berg'","'Hamburg, Bergen'",,woUF
B18770823FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-08-23,MÜNCHEN,Mun,"'peJV, peBB'",,"'orgKT, orgGotT, orgNatSc, orgChrTh'",,"'Sthlm, Upp'","'Stockholm, Upsala-rejse'",,woSS
B18770824KT,peHI,HENRIK IBSEN,orgKT,DET KONGELIGE THEATER I KØBENHAVN,1877-08-24,MÜNCHEN,Mun,,,orgKT,,,,,woSS
B18770903MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1877-09-03,STOCKHOLM,Sthlm,"'peCJ, peAS, peFH'",,,,"'D, Kbh, Upp, Mun'","'Tyskland, Kbhvn, Upsala-toget, München'",,woUF
B18770904FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-09-04,STOCKHOLM,Sthlm,peEK,,"'orgKDTS, orgKDTS'",,"'Mun, Upp'",Upsala,,woSS
B18770907EF,peHI,HENRIK IBSEN,peEF,EDVARD FALLESEN,1877-09-07,UPPSALA,Upp,,,,,,,,
B18770912FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-09-12,STOCKHOLM,Sthlm,peKongO2,,,,Kbh,København,,woSS
B18770912SuI,peHI,HENRIK IBSEN,peSuI,SUSANNA IBSEN,1877-09-12,STOCKHOLM,Sthlm,"'peSiI, peKongO2'",,,,"'Upp, SE, Kbh, Mun'","'Upsala, Sverig, København, München'",,woHH
B18770912SiI,peHI,HENRIK IBSEN,peSiI,SIGURD IBSEN,1877-09-12,STOCKHOLM,Sthlm,"'peSuI, peANS'",,,,"'Upp, Kbh'","'Upsala, København'",,woSS
B18770920BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1877-09-20,MÜNCHEN,Mun,,,orgNatSc,,,,,woSS
B18770920KongO2,peHI,HENRIK IBSEN,peKongO2,KONG OSCAR 2.,1877-09-20,MÜNCHEN,Mun,,,,,,,,woSS
B18770921FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-09-21,MÜNCHEN,Mun,"'peKongO2, peBEB'",,"'orgGotT, orgTeatB'",,"'Kbh, Kri'","'København, Kristiania'",,woSS
B18770923SuI,peHI,HENRIK IBSEN,peSuI,SUSANNA IBSEN,1877-09-23,MÜNCHEN,Mun,"'peAuLa, peFH, peMG, peEK'",,,,"'Ham, Ste, Ste, Berl, Mun, Kbh, Lub, SE, Upp'","'Hamburg, Stettin, Stettin, Berlin, München, København, Lübeck, Sverig, Upsala'",,woSS
B18770925EK,peHI,HENRIK IBSEN,peEK,EMMA KLINGENFELD,1877-09-25,MÜNCHEN,Mun,peTA,,,,,,,woSS
B18770930EA,peHI,HENRIK IBSEN,peEA,ELISE AUBERT,1877-09-30,MÜNCHEN,Mun,peLMBA,,,,Sthlm,Stockholm,"'Fru Elise Aubert., Ullevoldsvejen 16 C., Kristiania.'",woSS
B18770930JLH,peHI,HENRIK IBSEN,peJLH,JOHANNE LUISE HEIBERG,1877-09-30,MÜNCHEN,Mun,,,,,Kbh,København,,woSS
B18771001FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-10-01,MÜNCHEN,Mun,"'peJLH, peMT, peSuI, peSiI'",,orgGotT,,,,,woSS
B18771003NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1877-10-03,MÜNCHEN,Mun,peMLu,,orgDagbl,,,,,woSS
B18771004EF,peHI,HENRIK IBSEN,peEF,EDVARD FALLESEN,1877-10-04,MÜNCHEN,Mun,,,,,,,,
B18771005EF,peHI,HENRIK IBSEN,peEF,EDVARD FALLESEN,1877-10-05,MÜNCHEN,Mun,peFH,,orgKT,,"'Kbh, SE, N, Fin, Am, Dk'","'København, Sverig, Norge, Finland, Amerika, Danmark'",,woSS
B18771010FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-10-10,MÜNCHEN,Mun,"'peEF, peGG, peCKFM, peGSche, peGB'",,"'orgGotT, orgKT, orgFadrel, orgStud'",,,,,woSS
B18771010JK,peHI,HENRIK IBSEN,peJK,JOHANNE KREBS,1877-10-10,MÜNCHEN,Mun,"'peCC, peSuI, peSiI'",,,,"'Dk, Od'","'Danmark, Odense'",,woSS
B18771010Stud,peHI,HENRIK IBSEN,orgStud,DET NORSKE STUDENTERSAMFUND,1877-10-10,MÜNCHEN,Mun,,,,,,,,woSS
B18771010JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1877-10-10,MÜNCHEN,Mun,"'peSuI, peSiI, peMAT'",,,,"'SE, Dk, N, Berg, Kbh, Pa, Mun'","'Sverig, Danmark, Norge, Bergens, København, Paris, München'",,woSS
B18771011CKFM,peHI,HENRIK IBSEN,peCKFM,CHRISTIAN KNUD FREDERIK MOLBECH,1877-10-11,MÜNCHEN,Mun,"'peEF, peFH, peBB'",,orgKT,,"'Kbh, D, Rom'","'København, Tyskland, Rom'",,"'woSS, woBr'"
B18771028FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-10-28,MÜNCHEN,Mun,"'peCKFM, peBB, peGB, peGG'",,"'orgKT, orgGotT'",,Got,Göteborg,,woSS
B18771028BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1877-10-28,MÜNCHEN,Mun,"'peGB, peKBj'",,,,,,,woSS
B18771030CKFM,peHI,HENRIK IBSEN,peCKFM,CHRISTIAN KNUD FREDERIK MOLBECH,1877-10-30,MÜNCHEN,Mun,"'peEF, peACS, peSuI'",,orgKT,,,,,
Budat187710CC,peHI,HENRIK IBSEN,peCC,CAMILLA COLLETT,1877-10,MÜNCHEN,Mun,peFH,,,,,,,woSS
B18771102HL,peHI,HENRIK IBSEN,peHL,HARTVIG LASSEN,1877-11-02,MÜNCHEN,Mun,"'peJV, peLJ, peJLHe'",,orgChrTh,,"'N, Mun'","'Norge, München'",,"'woBr, woKG, woPG'"
B18771112AR,peHI,HENRIK IBSEN,peAR,AUGUST RASMUSSEN,1877-11-12,MÜNCHEN,Mun,peAR,,,,"'Dk, Kbh'","'Danmark, København'",,woSS
B18771118CPa,peHI,HENRIK IBSEN,peCPa,CHRISTIAN PAUS,1877-11-18,MÜNCHEN,Mun,"'peHSto, peKPI, peMI, peSiI'",,,,"'N, Ski, It, Kri'","'Norge, Skien, Italien, Kristiania'",,
B18771124FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-11-24,MÜNCHEN,Mun,"'peAR, peSuI, peMT, peJP'",,,,Mun,München,,woSS
B18771208DGen,peHI,HENRIK IBSEN,orgDGen,DEUTSCHE GENOSSENSCHAFT DRAMATISCHER AUTOREN UND COMPONISTEN,1877-12-08,MÜNCHEN,Mun,peBPo,,,,,,,
B18771214NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1877-12-14,MÜNCHEN,Mun,,,,,Kris,Kristiansand,,woSS
B18771215EaE,peHI,HENRIK IBSEN,peEaE,ERIK AF EDHOLM,1877-12-15,MÜNCHEN,Mun,,,,,,,,
B18771216FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-12-16,MÜNCHEN,Mun,"'peTA, peWL'",,,,"'Kbh, Sthlm'","'København, Stockholm'",,woSS
B18771218CKFM,peHI,HENRIK IBSEN,peCKFM,CHRISTIAN KNUD FREDERIK MOLBECH,1877-12-18,MÜNCHEN,Mun,,,orgKT,,"'N, SE, Dk'","'Norge, Sverig'",,
