Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,Mentioned_Person_ID,Mentioned_Person,Mentioned_Org_ID,Mentioned_Org,Mentioned_Places_Abbr,Mentioned_Places,Recipient_Adress,Mentioned_Works_IDs
B18900629CS,peHI,HENRIK IBSEN,peCS,CARL SNOILSKY,1890-06-29,MÜNCHEN,Mun,"'peMp, peESn'",,,,,,,
B18900701FL,peHI,HENRIK IBSEN,peFL,FREDRIKA LIMNELL,1890-07-01,MÜNCHEN,Mun,"'peLK, peVKi, peSA'",,,,,,,
B18900816AMa,peHI,HENRIK IBSEN,peAMa,[ANTON] MAPPES,1890-08-16,MÜNCHEN,Mun,,,,,,,,
B18900818HLB,peHI,HENRIK IBSEN,peHLB,HANS LIEN BRÆKSTAD,1890-08-18,MÜNCHEN,Mun,,,,,,,,
B18900822GvV,peHI,HENRIK IBSEN,peGvV,GEORG VON VOLLMAR,1890-08-22,MÜNCHEN,Mun,peJvV,,,,,,,
B18900824AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1890-08-24,MÜNCHEN,Mun,peJH,,,,,,"'Herr fuldmægtig August Larsen, Gyldendalske boghandel., Kopenhagen., Dänemark.'",
B18900824NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1890-08-24,MÜNCHEN,Mun,peUL,,,,,,,
B18900912JDIH,peHI,HENRIK IBSEN,peJDIH,JOHAN IRGENS HANSEN,1890-09-12,MÜNCHEN,Mun,,,,,,,,
B18900918EBa,peHI,HENRIK IBSEN,peEBa,EMILIE BARDACH,1890-09-18,MÜNCHEN,Mun,"'peMiBa, peSiBa'",,,,,,"'Fräulein Emilie Bardach., Alt-Aussee., Steiermark.'",
B18901007NN_Geehrte_Frau,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1890-10-07,MÜNCHEN,Mun,,,,,,,,
B18901013LuGr,peHI,HENRIK IBSEN,peLuGr,LUDWIG GRÖBNER,1890-10-13,MÜNCHEN,Mun,"'peToGr, peSuI, peSiI'",,,,,,,
B18901017BurgT,peHI,HENRIK IBSEN,orgBurgT,BURGTHEATER,1890-10-17,MÜNCHEN,Mun,,,,,,,,
B18901022JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-10-22,MÜNCHEN,Mun,"'peSFi, peMvB'",,,,,,,
B18901024MEBu,peHI,HENRIK IBSEN,peMEBu,MAX BURCKHARD,1890-10-24,MÜNCHEN,Mun,,,,,,,,
B18901026AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1890-10-26,MÜNCHEN,Mun,,,,,,,"'Herr fuldmægtig August Larsen, Gyldendalske boghandel., Kopenhagen., Dänemark.'",
B18901026JComp,peHI,HENRIK IBSEN,orgJComp,JENSEN & CO.,1890-10-26,MÜNCHEN,Mun,peNL,,,,,,"'Firmaet herrer Jensen & comp:, Torvgaden 5 , ., Kristiania., Norwegen.'",
B18901028CoKr,peHI,HENRIK IBSEN,peCoKr,CONRAD KROEPELIEN,1890-10-28,MÜNCHEN,Mun,,,,,,,,
B18901029MP,peHI,HENRIK IBSEN,peMP,MORITZ PROZOR,1890-10-29,MÜNCHEN,Mun,"'peJH, peLCa'",,,,,,,
B18901030KH,peHI,HENRIK IBSEN,peKH,KARL HALS,1890-10-30,MÜNCHEN,Mun,"'peMPH, peOS'",,,,,,,
B18901117AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1890-11-17,MÜNCHEN,Mun,peJH,,,,,,,
B18901119JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-11-19,MÜNCHEN,Mun,"'peSFi, peEK, peMvB, peJHo, peJuEl'",,,,,,,
B18901120LHo,peHI,HENRIK IBSEN,peLHo,LARS HOLST,1890-11-20,MÜNCHEN,Mun,,,,,,,,
B18901122DV,peHI,HENRIK IBSEN,orgDV,DEUTSCHES VOLKSTHEATER,1890-11-22,MÜNCHEN,Mun,,,,,,,,
B18901125Gyl,peHI,HENRIK IBSEN,orgGyl,DEN GYLDENDALSKE BOGHANDEL,1890-11-25,MÜNCHEN,Mun,,,,,,,,
B18901127AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1890-11-27,MÜNCHEN,Mun,peJH,,,,,,,
B18901127JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-11-27,MÜNCHEN,Mun,"'peJHo, peOBr, peErSc, peJuEl'",,,,,,,
B18901128LE,peHI,HENRIK IBSEN,peLE,LUDWIG EISENBERG,1890-11-28,MÜNCHEN,Mun,,,,,,,,
B18901129EGo,peHI,HENRIK IBSEN,peEGo,EDMUND GOSSE,1890-11-29,MÜNCHEN,Mun,"'peWHei, peHGP'",,,,,,,
B18901130JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-11-30,MÜNCHEN,Mun,"'peJHo, peRLe, peOBr'",,,,,,,
B18901204JDIH,peHI,HENRIK IBSEN,peJDIH,JOHAN IRGENS HANSEN,1890-12-04,MÜNCHEN,Mun,,,,,,,,
B18901204JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1890-12-04,MÜNCHEN,Mun,"'peEGo, peAuLa'",,,,,,,
B18901205NN_Sehr_geehrter,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1890-12-05,MÜNCHEN,Mun,,,,,,,,
B18901205GF,peHI,HENRIK IBSEN,peGF,GUSTAF FREDRIKSON,1890-05-12,MÜNCHEN,Mun,peGaG,,"'orgGotT, orgKDTS'",,,,,
B18901212MEBu,peHI,HENRIK IBSEN,peMEBu,MAX BURCKHARD,1890-12-12,MÜNCHEN,Mun,,,,,,,'Seiner Hochwohlgeboren Herrn Director Dr: Burckhard in\n                        Wien.',
B18901216JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-12-16,MÜNCHEN,Mun,,,,,,,,
B18901217JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-12-17,MÜNCHEN,Mun,"'peSFi, peOBr, peEK'",,,,,,,
B18901218EF,peHI,HENRIK IBSEN,peEF,EDVARD FALLESEN,1890-12-18,MÜNCHEN,Mun,,,,,,,,
B18901218EWS,peHI,HENRIK IBSEN,peEWS,ERNEST WILLIAM SMITH,1890-12-18,MÜNCHEN,Mun,peMP,,,,,,"'France., Monsieur Ernest W. Smith,, Directeur de «la Revue des , ,, 257, rue Saint-Honoré,, Paris.'",
B18901218JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-12-18,MÜNCHEN,Mun,"'peSFi, peMvB'",,orgPR,,,,,
B18901218SL,peHI,HENRIK IBSEN,peSL,SIGMUND LAUTENBURG,1890-12-18,MÜNCHEN,Mun,,,orgFBE,,,,,
B18901220KWi,peHI,HENRIK IBSEN,peKWi,CARL WIENE,1890-12-20,MÜNCHEN,Mun,,,orgFBE,,,,"'Dem königl: Hofschauspieler Herrn Carl Wiene., Johann-Georgen-Allee 21., Dresden.'",
B18901223KAC,peHI,HENRIK IBSEN,peKAC,KNUD ANNANIAS CLAUSSEN,1890-12-23,MÜNCHEN,Mun,,,,,,,,
B18901225SFi,peHI,HENRIK IBSEN,peSFi,SAMUEL FISCHER,1890-12-25,MÜNCHEN,Mun,,,,,,,"'Kgl: schwed: Hofbuchhändler Herrn S. Fischer., Linkstrasse 25., Berlin.'",
B18901227HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1890-12-27,MÜNCHEN,Mun,"'peCBruun, peDiHe, peSPa, peLG, peARei, peEF, peNL'",,"'orgChrTh, orgKT'",,,,"'Herr teaterchef Schrøder., Kristiania., Norwegen.'",
B18901229JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-12-29,MÜNCHEN,Mun,"'peOBr, pePS, peAnAn, peOBl'",,orgFBE,,,,,
B18901230AW,peHI,HENRIK IBSEN,peAW,ALICE WERNER,1890-12-30,MÜNCHEN,Mun,,,,,,,,
B18901230EBa,peHI,HENRIK IBSEN,peEBa,EMILIE BARDACH,1890-12-30,MÜNCHEN,Mun,peSuI,,,,,,"'Fräulein Emilie Bardach., Hotel «Greif»., Bozen., Tirol.'",
B18901231IFS,peHI,HENRIK IBSEN,peIFS,FREDRIK SMITT,1890-12-31,MÜNCHEN,Mun,,,,,,,"'Herr teaterdirektør J. F. Smitt., Linköping., Schweden.'",
Budat1890MMK,peHI,HENRIK IBSEN,peMMK,MARIE KREUKNIET,1890,[MÜNCHEN],Mun,peARS,,,,,,,
Budat1890HKo,peHI,HENRIK IBSEN,peHKo,HUGO KOSTERKA,1890,MÜNCHEN,Mun,,,,,,,"'Herrn stud. jur: Hugo Kosterka., Erbengasse 3. Kgl: Weinberge., Prag.'",
B18910101Polit,peHI,HENRIK IBSEN,orgPolit,POLITIKEN,1891-01-01,MÜNCHEN,Mun,peEF,,orgKT,,,,,
B18910102JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1891-01-02,MÜNCHEN,Mun,"'peMP, peBBj, peSiI, peBB, peFvH'",,,,,,,
B18910104AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1891-01-04,MÜNCHEN,Mun,"'peEGo, peWHei, peWA, peMvB'",,orgPR,,,,,
B18910104CHon,peHI,HENRIK IBSEN,peCHon,CORNELIS HONIGH,1891-01-04,MÜNCHEN,Mun,,,,,,,,
B18910108EGo,peHI,HENRIK IBSEN,peEGo,EDMUND GOSSE,1891-01-08,MÜNCHEN,Mun,"'peWHei, peWA, peAuLa'",,,,,,,
B18910109BKj,peHI,HENRIK IBSEN,peBKj,BERNHARD KJEKSTAD,1891-01-09,MÜNCHEN,Mun,,,,,,,,
B18910111JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1891-01-11,MÜNCHEN,Mun,"'peOBl, peAHav, peLPe, peClHe, peMRC, pePHa, peSFi, peLF, peOBr, pePS, peJHo, peJuEl'",,orgPR,,,,,
B18910112OBrau,peHI,HENRIK IBSEN,peOBrau,OTTO BRAUN,1891-01-12,MÜNCHEN,Mun,,,,,,,,
B18910114KS,peHI,HENRIK IBSEN,peKS,KRISTINE STEEN,1891-01-14,MÜNCHEN,Mun,"'peSuI, peLW, peLGa'",,,,,,"'Frøken Kristine Steen., Nedre Slotsgade 3. IV., Kristiania., Norwegen.'",
B18910115AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1891-01-15,MÜNCHEN,Mun,"'peEGo, peWHei'",,,,,,"'Herr fuldmægtig August Larsen., Gyldendalske boghandel., Kopenhagen., Dänemark.'",
B18910119KBe,peHI,HENRIK IBSEN,peKBe,KAARLO BERGBOM,1891-01-19,MÜNCHEN,Mun,peIA,,orgGyl,,,,,
B18910122LCa,peHI,HENRIK IBSEN,peLCa,LUIGI CAPUANA,1891-01-22,MÜNCHEN,Mun,,,,,,,,
B18910125LW,peHI,HENRIK IBSEN,peLW,LUCIE WOLF,1891-01-25,MÜNCHEN,Mun,"'peSuI, peKS'",,,,,,"'Skuespillerinde fru Lucie Wolf., Kristiania., Norwegen.'",
B18910127EGo,peHI,HENRIK IBSEN,peEGo,EDMUND GOSSE,1891-01-27,MÜNCHEN,Mun,peWHei,,orgGyl,,,,,
B18910128EGo,peHI,HENRIK IBSEN,peEGo,EDMUND GOSSE,1891-01-28,MÜNCHEN,Mun,"'peWHei, peAuLa'",,,,,,,
B18910130EGo,peHI,HENRIK IBSEN,peEGo,EDMUND GOSSE,1891-01-30,MÜNCHEN,Mun,peWHei,,,,,,,
B18910203JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1891-02-03,MÜNCHEN,Mun,,,,,,,,
B18910203ET,peHI,HENRIK IBSEN,peET,EMIL TAUBERT,1891-02-03,MÜNCHEN,Mun,,,,,,,,
B18910204CK,peHI,HENRIK IBSEN,peCK,CHRISTIAN KROHG,1891-02-04,MÜNCHEN,Mun,peJH,,,,,,,
B18910205LAS,peHI,HENRIK IBSEN,peLAS,LOU ANDREAS-SALOMÉ,1891-02-05,MÜNCHEN,Mun,,,,,,,,
B18910206VBa,peHI,HENRIK IBSEN,peVBa,VICTOR BARRUCAND,1891-02-06,MÜNCHEN,Mun,peMP,,,,,,,
B18910220JTG,peHI,HENRIK IBSEN,peJTG,JACK THOMAS GREIN,1891-02-20,MÜNCHEN,Mun,peWA,,,,,,,
B18910225VO,peHI,HENRIK IBSEN,peVO,VICTOR OTTMANN,1891-02-25,MÜNCHEN,Mun,peJH,,,,,,"'Herrn Victor Ottmann., Luther-Strasse 16. III., Berlin. W.'",
B18910227HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1891-02-27,MÜNCHEN,Mun,,,,,,,,
B18910301GvB,peHI,HENRIK IBSEN,peGvB,GABRIELE VON BIBRA,1891-03-01,MÜNCHEN,Mun,,,,,,,"'Hochwohlgeboren Frau Baronin Gabriele v.\xa0Bibra., Marokkaner-Gasse 3., Wien. III. Bz.'",
B18910303MP,peHI,HENRIK IBSEN,peMP,MORITZ PROZOR,1891-03-03,MÜNCHEN,Mun,"'peASa, peMMP'",,,,,,,
B18910304MGr,peHI,HENRIK IBSEN,peMGr,MAX GRUBE,1891-03-04,MÜNCHEN,Mun,peAS,,orgFBE,,,,,
B18910305FBE,peHI,HENRIK IBSEN,orgFBE,FELIX BLOCH ERBEN,1891-03-05,MÜNCHEN,Mun,"'peSFi, peAS, peJHo'",,,,,,,
B18910311RF,peHI,HENRIK IBSEN,peRF,RICHARD FLEISCHER,1891-03-11,MÜNCHEN,Mun,,,,,,,"'Herrn Richard Fleischer, Chef-Redakteur der «Deutschen\n                        Revue»., Villa Riviera., Wiesbaden.'",
B18910311CHon,peHI,HENRIK IBSEN,peCHon,CORNELIS HONIGH,1891-03-11,MÜNCHEN,Mun,,,,,,,,
B18910313HSto,peHI,HENRIK IBSEN,peHSto,HEDVIG STOUSLAND,1891-03-13,MÜNCHEN,Mun,,,,,,,"'Frau Hedevig Stousland., Skien., Norwegen.'",
B18910317GaG,peHI,HENRIK IBSEN,peGaG,GUSTAF AF GEIJERSTAM,1891-03-17,MÜNCHEN,Mun,,,,,,,"'Literatören herr Gustaf af Geijerstam., Stora Nygatan, 29., Göteborg., Schweden.'",
B18910321HR,peHI,HENRIK IBSEN,peHR,HELENE RAFF,1891-03-21,MÜNCHEN,Mun,,,,,,,,
B18910321NRo,peHI,HENRIK IBSEN,peNRo,NORDAHL ROLFSEN,1891-03-21,MÜNCHEN,Mun,,,,,,,,
B18910327BBro,peHI,HENRIK IBSEN,peBBro,BERNHARD BRONS,1891-03-27,MÜNCHEN,Mun,,,,,,,,
B18910327OT,peHI,HENRIK IBSEN,peOT,OLA THOMMESSEN,1891-03-27,MÜNCHEN,Mun,,,,,,,,
B18910330AL,peHI,HENRIK IBSEN,peAL,AUGUST LINDBERG,1891-03-30,MÜNCHEN,Mun,"'peGaG, peJH'",,"'orgGyl, orgKDTS'",,,,,
B18910331NN,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-03-31,MÜNCHEN,Mun,,,,,,,,
Budat1891MGr,peHI,HENRIK IBSEN,peMGr,MAX GRUBE,1891-03,MÜNCHEN,Mun,"'peAS, peJHo'",,,,,,,
B18910401OL,peHI,HENRIK IBSEN,peOL,OSCAR LEVERTIN,1891-04-01,MÜNCHEN,Mun,,,,,,,,
B18910402WBa,peHI,HENRIK IBSEN,peWBa,WALTHER BACMEISTER,1891-04-02,MÜNCHEN,Mun,,,,,,,"' Ob. Primaner Walther Bacmeister, in Geislingen a/d. Steige.'",
B18910404TAB,peHI,HENRIK IBSEN,peTAB,TITO A. BRUCENI,1891-04-04,MÜNCHEN,Mun,,,,,,,,
B18910405HAB,peHI,HENRIK IBSEN,peHAB,HANNA BUTENSCHØN,1891-04-05,MÜNCHEN,Mun,,,,,,,"'Fru konsul Hanna Andresen., Kirkegaden 6., Kristiania., Norwegen.'",
B18910405CHon,peHI,HENRIK IBSEN,peCHon,CORNELIS HONIGH,1891-04-05,MÜNCHEN,Mun,,,,,,,,
B18910407OSch,peHI,HENRIK IBSEN,peOSch,OSWALD SCHMIDT,1891-04-07,MÜNCHEN,Mun,,,,,,,,
B18910410SuIogSiI,peHI,HENRIK IBSEN,peSuI peSiI,SUSANNA OG SIGURD IBSEN,1891-04-10,WIEN,Wien,"'peMEBu, peRV, peFM'",,,,,,,
B18910418JDIH,peHI,HENRIK IBSEN,peJDIH,JOHAN IRGENS HANSEN,1891-04-18,WIEN,Wien,,,,,,,,
B18910422NN_Hilsen,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-04-22,BUDAPEST,Bud,,,,,,,,
B18910428MBr,peHI,HENRIK IBSEN,peMBr,MASSI BRUHN,1891-04-28,MÜNCHEN,Mun,,,,,,,,
B18910429WA,peHI,HENRIK IBSEN,peWA,WILLIAM ARCHER,1891-04-29,MÜNCHEN,Mun,peFrAr,,,,,,,
B18910430JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1891-04-30,MÜNCHEN,Mun,"'peOSi, peNGu, peCSm, peJuEl'",,,,,,,
B18910504RA,peHI,HENRIK IBSEN,peRA,RICHARD ACLAND ARMSTRONG,1891-05-04,MÜNCHEN,Mun,,,,,,,,
B18910505NN_Dear,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-05-05,MÜNCHEN,Mun,,,,,,,,
B18910507AHamo,peHI,HENRIK IBSEN,peAHamo,AUGUSTIN HAMON,1891-05-07,MÜNCHEN,Mun,,,,,,,,
B18910508BiM,peHI,HENRIK IBSEN,peBiM,BIRGER MÖRNER,1891-05-08,MÜNCHEN,Mun,peASt,,,,,,"'Herr greve Birger Mörner., Lund., Schweden.'",
B18910508NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1891-05-08,MÜNCHEN,Mun,,,,,,,,
Budat1891NN_kann_Ihre,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891,MÜNCHEN,Mun,,,,,,,,
B18910510NPS,peHI,HENRIK IBSEN,peNPS,NILS P. SØGAARD,1891-05-10,MÜNCHEN,Mun,peHSto,,,,,,,
B18910515MNN,peHI,HENRIK IBSEN,orgMNN,MÜNCHENER NEUESTE NACHRICHTEN,1891-05-15,MÜNCHEN,Mun,,,,,,,,
B18910517JHo,peHI,HENRIK IBSEN,peJHo,JULIUS HOFFORY,1891-05-17,MÜNCHEN,Mun,,,,,,,,
B18910518NN_Geehrter,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-05-18,MÜNCHEN,Mun,,,,,,,,
B18910522LA,peHI,HENRIK IBSEN,peLA,LYDIE AUBERNON DE NERVILLE,1891-05-22,MÜNCHEN,Mun,,,,,,,"'France., Madame Aubernon de , Neuville,, 25, rue d’Astorg,, Paris.'",
B18910529MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1891-05-29,MÜNCHEN,Mun,"'peSuI, peHGr'",,,,,,"'Herrn M. Grønvold., Aeussere Nymphenbürger-Strasse. 24., hier.'",
B18910529LMBA,peHI,HENRIK IBSEN,peLMBA,LUDVIG AUBERT,1891-05-29,MÜNCHEN,Mun,peSuI,,,,,,,
Budat1891NN_Hochgeehrter,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-05,MÜNCHEN,Mun,peWL,,,,,,,
Budat1891NN_Fur_Ihr,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-05,MÜNCHEN,Mun,"'peEJ, peEPa'",,,,,,,
B18910602AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1891-06-02,MÜNCHEN,Mun,"'peJHo, peSFi, peHSu, peSiI'",,,,,,,
B18910603ML,peHI,HENRIK IBSEN,peML,MIKAEL LYBECK,1891-06-03,MÜNCHEN,Mun,peSuI,,,,,,,
B18910604CdBdC,peHI,HENRIK IBSEN,peCdBdC,CHARLES DE BIGAULT DE CASANOVE,1891-06-04,MÜNCHEN,Mun,,,,,,,"'Monsieur le Professeur Ch. de Bigault de Casanove, Nantes. (Loire-Inférieure.), France., Frankreich.'",
B18910606DG,peHI,HENRIK IBSEN,peDG,DIDRIK GRØNVOLD,1891-06-06,MÜNCHEN,Mun,peSuI,,,,,,"'Herr kand. mag: Didrik Grønvold., Bergen., Norwegen.'",
B18910606InL,peHI,HENRIK IBSEN,peInL,INA LANGE,1891-06-06,MÜNCHEN,Mun,,,,,,,,
B18910611JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1891-06-11,MÜNCHEN,Mun,,,,,,,,
B18910620LvdS,peHI,HENRIK IBSEN,peLvdS,ELEONORE VON DEN STEINEN,1891-06-20,MÜNCHEN,Mun,peJHo,,,,,,"'Frau Leonore von den Steinen, geb: Herzfeld., Barfüsserthor 28., Marburg. (Lahn.)'",
B18910626JRo,peHI,HENRIK IBSEN,peJRo,JULIUS RODENBERG,1891-06-26,MÜNCHEN,Mun,peJuR,,,,,,,
B18910627NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1891-06-27,MÜNCHEN,Mun,,,,,,,,
B18910630CWF,peHI,HENRIK IBSEN,peCWF,WILHELM FOGHT,1891-06-30,MÜNCHEN,Mun,peJPe,,,,,,,
B18910701EvB,peHI,HENRIK IBSEN,peEvB,EMMERICH BUKOVICS VON KIS-ALACSKA,1891-07-01,MÜNCHEN,Mun,,,,,,,"'Herrn Direktor Emerich von Bukovics., Deutsches Volkstheater., Wien.'",
B18910702SG,peHI,HENRIK IBSEN,peSG,SIGVARD GUNDERSEN,1891-07-02,MÜNCHEN,Mun,"'peSuI, peMG'",,,,,,,
Budat18910702MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1891-07-02,MÜNCHEN,Mun,"'peSuI, peSG, peLG'",,,,,,,
B18910711VG,peHI,HENRIK IBSEN,orgVG,VERDENS GANG,1891-07-11,MÜNCHEN,Mun,,,,,,,,
B18910721KB,peHI,HENRIK IBSEN,peKB,KARL BOMHOFF,1891-07-21,KRISTIANIA,Kri,,,,,,,,
B18910810CK,peHI,HENRIK IBSEN,peCK,CHRISTIAN KROHG,1891-08-10,KRISTIANIA,Kri,,,,,,,,
B18910811AL,peHI,HENRIK IBSEN,peAL,AUGUST LINDBERG,1891-08-11,KRISTIANIA,Kri,,,,,,,,
