Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,GeoName_ID,toponymName,Country,Latitude,Longitude,Recipient_Adress,Recipient_Location,Recipient_Location_Abbr,Recipient_Addr_Latitude,Recipient_Addr_Longitude,Mentioned_Person_ID,Mentioned_Persons,Mentioned_Org_ID,Mentioned_Org,Mentioned_Works_IDs,Mention_Works_Title,Text_ID,Mention_Works_Genre,Collective_Vesions_ID,Mentioned_Places,Mentioned_Places_Abbr
B18901212MEBu,peHI,HENRIK IBSEN,peMEBu,MAX BURCKHARD,1890-12-12,München,Mun,2867714,Munich,Germany,48.13743,11.57549,Seiner Hochwohlgeboren Herrn Director Dr: Burckhard in Wien.,Wien,Wien,48.20849,16.37208,,,,,,,,,,,
B18901216JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-12-16,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18901217JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-12-17,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peSFi, peOBr, peEK","SAMUEL FISCHER, OTTO BRAHM, EMMA KLINGENFELD",,,woHG,Hedda Gabler,HG,drama,,,
B18901218EF,peHI,HENRIK IBSEN,peEF,EDVARD FALLESEN,1890-12-18,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18901218EWS,peHI,HENRIK IBSEN,peEWS,ERNEST WILLIAM SMITH,1890-12-18,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"France., Monsieur Ernest W. Smith, Directeur de «la Revue des , , 257, rue Saint-Honoré, Paris.",Paris,Pa,48.85341,2.3488,peMP,MORITZ (Maurice) PROZOR,,,,,,,,,
B18901218JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-12-18,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peSFi, peMvB","SAMUEL FISCHER, MARIE VON BORCH",orgPR,PHILIPP RECLAM JUN.,,,,,,,
B18901218SL,peHI,HENRIK IBSEN,peSL,SIGMUND LAUTENBURG,1890-12-18,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,orgFBE,FELIX BLOCH ERBEN,,,,,,,
B18901220KWi,peHI,HENRIK IBSEN,peKWi,CARL WIENE,1890-12-20,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Dem königl: Hofschauspieler Herrn Carl Wiene., Johann-Georgen-Allee 21., Dresden.",Dresden,Dre,51.05089,13.73832,,,orgFBE,FELIX BLOCH ERBEN,woHG,Hedda Gabler,HG,drama,,,
B18901223KAC,peHI,HENRIK IBSEN,peKAC,KNUD ANNANIAS CLAUSSEN,1890-12-23,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18901225SFi,peHI,HENRIK IBSEN,peSFi,SAMUEL FISCHER,1890-12-25,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Kgl: schwed: Hofbuchhändler Herrn S. Fischer., Linkstrasse 25., Berlin.",Berlin,Berl,52.52437,13.41053,,,,,,,,,,,
B18901227HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1890-12-27,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herr teaterchef Schrøder., Kristiania., Norwegen.","Kristiania, Norwegen","Kri, N",59.91273,10.74609,"peCBruun, peDiHe, peSPa, peLG, peARei, peEF, peNL","CONSTANCE BRUUN, DIDI (Hansine Didriche) HEIBERG, SOFIE MARIE PARELIUS, LAURA SOFIE COUCHERON GUNDERSEN, HIERONYMUS ARNOLDUS REIMERS, MORTEN EDVARD FALLESEN, NILS LUND","'orgChrTh, orgKT'","CHRISTIANIA THEATER, DET KONGELIGE THEATER I KØBENHAVN",woHG,Hedda Gabler,HG,drama,,,
B18901229JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1890-12-29,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peOBr, pePS, peAnAn, peOBl","OTTO BRAHM, PAUL SCHLENTHER, ANTON ANNO, OSKAR BLUMENTHAL",orgFBE,FELIX BLOCH ERBEN,woHG,Hedda Gabler,HG,drama,,,
B18901230AW,peHI,HENRIK IBSEN,peAW,ALICE WERNER,1890-12-30,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18901230EBa,peHI,HENRIK IBSEN,peEBa,EMILIE BARDACH,1890-12-30,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Fräulein Emilie Bardach., Hotel «Greif»., Bozen., Tirol.",Bozen,Boz,46.49067,11.33982,peSuI,SUSANNA/SUZANNAH IBSEN,,,,,,,,,
B18901231IFS,peHI,HENRIK IBSEN,peIFS,FREDRIK SMITT,1890-12-31,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herr teaterdirektør J. F. Smitt., Linköping., Schweden.","Linköping, Schweden","Link, SE",58.41086,15.62157,,,,,woHG,Hedda Gabler,HG,drama,,,
Budat1890MMK,peHI,HENRIK IBSEN,peMMK,MARIE KREUKNIET,1890,[München],Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peARS,ANNA (Johanna Cornelia Sophia) RÖSSING-SABLAIROLLES,,,,,,,,,
Budat1890HKo,peHI,HENRIK IBSEN,peHKo,HUGO KOSTERKA,1890,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herrn stud. jur: Hugo Kosterka., Erbengasse 3. Kgl: Weinberge., Prag.",Prag,Pra,50.08804,14.42076,,,,,,,,,,,
B18910101Polit,peHI,HENRIK IBSEN,orgPolit,POLITIKEN,1891-01-01,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peEF,MORTEN EDVARD FALLESEN,orgKT,DET KONGELIGE THEATER I KØBENHAVN,,,,,,,
B18910102JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1891-01-02,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peMP, peBBj, peSiI, peBB, peFvH","MORITZ (Maurice) PROZOR, BJØRN BJØRNSON, SIGURD IBSEN, BJØRNSTJERNE MARTINIUS BJØRNSON, JOACHIM WILHELM FRANZ PHILIPP VON HOLTZENDORFF",,,,,,,,,
B18910104AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1891-01-04,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peEGo, peWHei, peWA, peMvB","EDMUND WILLIAM GOSSE, WILLIAM HEINEMANN, WILLIAM ARCHER, MARIE VON BORCH",orgPR,PHILIPP RECLAM JUN.,woHG,Hedda Gabler,HG,drama,,,
B18910104CHon,peHI,HENRIK IBSEN,peCHon,CORNELIS HONIGH,1891-01-04,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,woHG,Hedda Gabler,HG,drama,,,
B18910108EGo,peHI,HENRIK IBSEN,peEGo,EDMUND GOSSE,1891-01-08,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peWHei, peWA, peAuLa","WILLIAM HEINEMANN, WILLIAM ARCHER, AUGUST GOTTLIEB LARSEN",,,woHG,Hedda Gabler,HG,drama,,,
B18910109BKj,peHI,HENRIK IBSEN,peBKj,BERNHARD KJEKSTAD,1891-01-09,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910111JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1891-01-11,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peOBl, peAHav, peLPe, peClHe, peMRC, pePHa, peSFi, peLF, peOBr, pePS, peJHo, peJuEl","OSKAR BLUMENTHAL, ANNA HAVERLAND, LILLI PETRI, CLARA HEESE, MARIE CONRAD-RAMLO, HANS CHRISTIAN PETER HANSEN, SAMUEL FISCHER, LUDWIG ANTON SALOMON FULDA, OTTO BRAHM, PAUL SCHLENTHER, JOHAN PETER JULIUS HOFFORY, JULIE ELIAS",orgPR,PHILIPP RECLAM JUN.,woHG,Hedda Gabler,HG,drama,,,
B18910112OBrau,peHI,HENRIK IBSEN,peOBrau,OTTO BRAUN,1891-01-12,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910114KS,peHI,HENRIK IBSEN,peKS,KRISTINE STEEN,1891-01-14,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Frøken Kristine Steen., Nedre Slotsgade 3. IV., Kristiania., Norwegen.","Kristiania, Norwegen","Kri, N",59.91273,10.74609,"peSuI, peLW, peLGa","SUSANNA/SUZANNAH IBSEN, KAREN LUCIE WOLF, JOHANN OTTO LUDWIG GABILLON",,,woFo,En folkefiende,Fo,drama,,,
B18910115AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1891-01-15,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herr fuldmægtig August Larsen., Gyldendalske boghandel., Kopenhagen., Dänemark.",Kopenhagen,Kbh,55.67594,12.56553,"peEGo, peWHei","EDMUND WILLIAM GOSSE, WILLIAM HEINEMANN",,,,,,,,,
B18910119KBe,peHI,HENRIK IBSEN,peKBe,KAARLO BERGBOM,1891-01-19,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peIA,IDA EMILIA AALBERG,orgGyl,DEN GYLDENDALSKE BOGHANDEL,woHG,Hedda Gabler,HG,drama,,,
B18910122LCa,peHI,HENRIK IBSEN,peLCa,LUIGI CAPUANA,1891-01-22,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910125LW,peHI,HENRIK IBSEN,peLW,LUCIE WOLF,1891-01-25,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Skuespillerinde fru Lucie Wolf., Kristiania., Norwegen.","Kristiania, Norwegen","Kri, N",59.91273,10.74609,"peSuI, peKS","SUSANNA/SUZANNAH IBSEN, KRISTINE WILHELMINE PETREA STEEN",,,,,,,,,
B18910127EGo,peHI,HENRIK IBSEN,peEGo,EDMUND GOSSE,1891-01-27,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peWHei,WILLIAM HEINEMANN,orgGyl,DEN GYLDENDALSKE BOGHANDEL,woHG,Hedda Gabler,HG,drama,,,
B18910128EGo,peHI,HENRIK IBSEN,peEGo,EDMUND GOSSE,1891-01-28,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peWHei, peAuLa","WILLIAM HEINEMANN, AUGUST GOTTLIEB LARSEN",,,,,,,,,
B18910130EGo,peHI,HENRIK IBSEN,peEGo,EDMUND GOSSE,1891-01-30,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peWHei,WILLIAM HEINEMANN,,,,,,,,,
B18910203JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1891-02-03,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,woC1,Catilina,C1,drama,C,,
B18910203ET,peHI,HENRIK IBSEN,peET,EMIL TAUBERT,1891-02-03,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910204CK,peHI,HENRIK IBSEN,peCK,CHRISTIAN KROHG,1891-02-04,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peJH,JACOB DEICHMANN FREDERIK HEGEL,,,woTV,Terje Vigen,DiTerjeVigen,dikt,,,
B18910205LAS,peHI,HENRIK IBSEN,peLAS,LOU ANDREAS-SALOMÉ,1891-02-05,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910206VBa,peHI,HENRIK IBSEN,peVBa,VICTOR BARRUCAND,1891-02-06,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peMP,MORITZ (Maurice) PROZOR,,,woVi,Vildanden,Vi,drama,,,
B18910220JTG,peHI,HENRIK IBSEN,peJTG,JACK THOMAS GREIN,1891-02-20,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peWA,WILLIAM ARCHER,,,,,,,,,
B18910225VO,peHI,HENRIK IBSEN,peVO,VICTOR OTTMANN,1891-02-25,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herrn Victor Ottmann., Luther-Strasse 16. III., Berlin. W.",Berlin,Berl,52.52437,13.41053,peJH,JACOB DEICHMANN FREDERIK HEGEL,,,,,,,,,
B18910227HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1891-02-27,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910301GvB,peHI,HENRIK IBSEN,peGvB,GABRIELE VON BIBRA,1891-03-01,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Hochwohlgeboren Frau Baronin Gabriele v.\xa0Bibra., Marokkaner-Gasse 3., Wien. III. Bz.",Wien,Wien,48.20849,16.37208,,,,,woHG,Hedda Gabler,HG,drama,,,
B18910303MP,peHI,HENRIK IBSEN,peMP,MORITZ PROZOR,1891-03-03,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peASa, peMMP","ALBERT SAVINE, MÄRTA MARGARETA PROZOR",,,"woFo, woHG, woVi","En folkefiende, Hedda Gabler, Vildanden","Fo, HG, Vi","drama, drama, drama",,,
B18910304MGr,peHI,HENRIK IBSEN,peMGr,MAX GRUBE,1891-03-04,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peAS,ADOLPH HEINRICH ADOLF STRODTMANN,orgFBE,FELIX BLOCH ERBEN,,,,,,,
B18910305FBE,peHI,HENRIK IBSEN,orgFBE,FELIX BLOCH ERBEN,1891-03-05,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peSFi, peAS, peJHo","SAMUEL FISCHER, ADOLPH HEINRICH ADOLF STRODTMANN, JOHAN PETER JULIUS HOFFORY",,,,,,,,,
B18910311RF,peHI,HENRIK IBSEN,peRF,RICHARD FLEISCHER,1891-03-11,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herrn Richard Fleischer, Chef-Redakteur der «Deutschen Revue»., Villa Riviera., Wiesbaden.",,,,,,,,,,,,,,,
B18910311CHon,peHI,HENRIK IBSEN,peCHon,CORNELIS HONIGH,1891-03-11,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,woHG,Hedda Gabler,HG,drama,,,
B18910313HSto,peHI,HENRIK IBSEN,peHSto,HEDVIG STOUSLAND,1891-03-13,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Frau Hedevig Stousland., Skien., Norwegen.","Skien, Norwegen","Ski, N",59.20962,9.60897,,,,,,,,,,,
B18910317GaG,peHI,HENRIK IBSEN,peGaG,GUSTAF AF GEIJERSTAM,1891-03-17,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Literatören herr Gustaf af Geijerstam., Stora Nygatan, 29., Göteborg., Schweden.","Göteborg, Schweden","Got, SE",57.70716,11.96679,,,,,woPG,Peer Gynt,PG,drama,,,
B18910321HR,peHI,HENRIK IBSEN,peHR,HELENE RAFF,1891-03-21,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910321NRo,peHI,HENRIK IBSEN,peNRo,NORDAHL ROLFSEN,1891-03-21,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910327BBro,peHI,HENRIK IBSEN,peBBro,BERNHARD BRONS,1891-03-27,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910327OT,peHI,HENRIK IBSEN,peOT,OLA THOMMESSEN,1891-03-27,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910330AL,peHI,HENRIK IBSEN,peAL,AUGUST LINDBERG,1891-03-30,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peGaG, peJH","GUSTAF AF GEIJERSTAM, JACOB DEICHMANN FREDERIK HEGEL","'orgGyl, orgKDTS'","DEN GYLDENDALSKE BOGHANDEL, KONGL. DRAMATISKA THEATERN","woHG, woPG","Hedda Gabler, Peer Gynt","HG, PG","drama, drama",,,
B18910331NN,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-03-31,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
Budat1891MGr,peHI,HENRIK IBSEN,peMGr,MAX GRUBE,1891-03,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peAS, peJHo","ADOLPH HEINRICH ADOLF STRODTMANN, JOHAN PETER JULIUS HOFFORY",,,,,,,,,
B18910401OL,peHI,HENRIK IBSEN,peOL,OSCAR LEVERTIN,1891-04-01,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910402WBa,peHI,HENRIK IBSEN,peWBa,WALTHER BACMEISTER,1891-04-02,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Ob. Primaner Walther Bacmeister, in Geislingen a/d. Steige.",,,,,,,,,,,,,,,
B18910404TAB,peHI,HENRIK IBSEN,peTAB,TITO A. BRUCENI,1891-04-04,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910405HAB,peHI,HENRIK IBSEN,peHAB,HANNA BUTENSCHØN,1891-04-05,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Fru konsul Hanna Andresen., Kirkegaden 6., Kristiania., Norwegen.","Kristiania, Norwegen","Kri, N",59.91273,10.74609,,,,,woHG,Hedda Gabler,HG,drama,,,
B18910405CHon,peHI,HENRIK IBSEN,peCHon,CORNELIS HONIGH,1891-04-05,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,woHG,Hedda Gabler,HG,drama,,,
B18910407OSch,peHI,HENRIK IBSEN,peOSch,OSWALD SCHMIDT,1891-04-07,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910410SuIogSiI,peHI,HENRIK IBSEN,"peSuI, peSiI",SUSANNA OG SIGURD IBSEN,1891-04-10,Wien,Wien,2761369,Vienna,Austria,48.20849,16.37208,,,,,,"peMEBu, peRV, peFM","MAX EUGEN BURCKHARD, RICHARD VOSS, FRIEDRICH MITTERWURZER",,,,,,,,,
B18910418JDIH,peHI,HENRIK IBSEN,peJDIH,JOHAN IRGENS HANSEN,1891-04-18,Wien,Wien,2761369,Vienna,Austria,48.20849,16.37208,,,,,,,,,,,,,,,,
B18910422NN_Hilsen,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-04-22,Budapest,Bud,3054643,Budapest,Hungary,47.49835,19.04045,,,,,,,,,,,,,,,,
B18910428MBr,peHI,HENRIK IBSEN,peMBr,MASSI BRUHN,1891-04-28,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910429WA,peHI,HENRIK IBSEN,peWA,WILLIAM ARCHER,1891-04-29,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peFrAr,FRANCES ELIZABETH ARCHER,,,woHG,Hedda Gabler,HG,drama,,,
B18910430JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1891-04-30,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peOSi, peNGu, peCSm, peJuEl","OTTO LUDVIG SINDING, NILS GUDE, CARL FRITHJOF SMITH, JULIE ELIAS",,,,,,,,,
B18910504RA,peHI,HENRIK IBSEN,peRA,RICHARD ACLAND ARMSTRONG,1891-05-04,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,woBr,Brand,Br,drama,,,
B18910505NN_Dear,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-05-05,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910507AHamo,peHI,HENRIK IBSEN,peAHamo,AUGUSTIN HAMON,1891-05-07,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910508BiM,peHI,HENRIK IBSEN,peBiM,BIRGER MÖRNER,1891-05-08,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herr greve Birger Mörner., Lund., Schweden.","Lund, Schweden","Lund, SE",55.70584,13.19321,peASt,JOHAN AUGUST STRINDBERG,,,,,,,,,
B18910508NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1891-05-08,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
Budat1891NN_kann_Ihre,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910510NPS,peHI,HENRIK IBSEN,peNPS,NILS P. SØGAARD,1891-05-10,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peHSto,HEDVIG (ved dåpen Hedevig Cathrine) STOUSLAND,,,,,,,,,
B18910515MNN,peHI,HENRIK IBSEN,orgMNN,MÜNCHENER NEUESTE NACHRICHTEN,1891-05-15,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910517JHo,peHI,HENRIK IBSEN,peJHo,JULIUS HOFFORY,1891-05-17,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910518NN_Geehrter,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-05-18,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910522LA,peHI,HENRIK IBSEN,peLA,LYDIE AUBERNON DE NERVILLE,1891-05-22,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"France., Madame Aubernon de , Neuville, 25, rue d’Astorg, Paris.",Paris,Pa,48.85341,2.3488,,,,,,,,,,,
B18910529MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1891-05-29,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herrn M. Grønvold., Aeussere Nymphenbürger-Strasse. 24., hier.",,,,,"peSuI, peHGr","SUSANNA/SUZANNAH IBSEN, HEDWIG GRØNVOLD",,,,,,,,,
B18910529LMBA,peHI,HENRIK IBSEN,peLMBA,LUDVIG AUBERT,1891-05-29,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peSuI,SUSANNA/SUZANNAH IBSEN,,,,,,,,,
Budat1891NN_Hochgeehrter,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-05,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peWL,WILHELM LANGE,,,,,,,,,
Budat1891NN_Fur_Ihr,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-05,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peEJ, peEPa","EMIL JAKOB JONAS, EDE PAULAY",,,,,,,,,
B18910602AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1891-06-02,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peJHo, peSFi, peHSu, peSiI","JOHAN PETER JULIUS HOFFORY, SAMUEL FISCHER, HERMANN SUDERMANN, SIGURD IBSEN",,,woC1,Catilina,C1,drama,C,,
B18910603ML,peHI,HENRIK IBSEN,peML,MIKAEL LYBECK,1891-06-03,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peSuI,SUSANNA/SUZANNAH IBSEN,,,,,,,,,
B18910604CdBdC,peHI,HENRIK IBSEN,peCdBdC,CHARLES DE BIGAULT DE CASANOVE,1891-06-04,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Monsieur le Professeur Ch. de Bigault de Casanove, Nantes. (Loire-Inférieure.), France., Frankreich.",Frankreich,Fr,46,2,,,,,,,,,,,
B18910606DG,peHI,HENRIK IBSEN,peDG,DIDRIK GRØNVOLD,1891-06-06,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herr kand. mag: Didrik Grønvold., Bergen., Norwegen.","Bergen, Norwegen","Berg, N",60.39299,5.32415,peSuI,SUSANNA/SUZANNAH IBSEN,,,,,,,,,
B18910606InL,peHI,HENRIK IBSEN,peInL,INA LANGE,1891-06-06,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910611JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1891-06-11,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,woPG,Peer Gynt,PG,drama,,,
B18910620LvdS,peHI,HENRIK IBSEN,peLvdS,ELEONORE VON DEN STEINEN,1891-06-20,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Frau Leonore von den Steinen, geb: Herzfeld., Barfüsserthor 28., Marburg. (Lahn.)",,,,,peJHo,JOHAN PETER JULIUS HOFFORY,,,,,,,,,
B18910626JRo,peHI,HENRIK IBSEN,peJRo,JULIUS RODENBERG,1891-06-26,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peJuR,JUSTINIA RODENBERG,,,,,,,,,
B18910627NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1891-06-27,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910630CWF,peHI,HENRIK IBSEN,peCWF,WILHELM FOGHT,1891-06-30,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peJPe,FREDERIK JULIUS PETERSEN,,,,,,,,,
B18910701EvB,peHI,HENRIK IBSEN,peEvB,EMMERICH BUKOVICS VON KIS-ALACSKA,1891-07-01,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herrn Direktor Emerich von Bukovics., Deutsches Volkstheater., Wien.",Wien,Wien,48.20849,16.37208,,,,,,,,,,,
B18910702SG,peHI,HENRIK IBSEN,peSG,SIGVARD GUNDERSEN,1891-07-02,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peSuI, peMG","SUSANNA/SUZANNAH IBSEN, MARCUS FREDRIK STEEN GRØNVOLD",,,,,,,,,
Budat18910702MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1891-07-02,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peSuI, peSG, peLG","SUSANNA/SUZANNAH IBSEN, SIGVARD EMIL GUNDERSEN, LAURA SOFIE COUCHERON GUNDERSEN",,,,,,,,,
B18910711VG,peHI,HENRIK IBSEN,orgVG,VERDENS GANG,1891-07-11,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18910721KB,peHI,HENRIK IBSEN,peKB,KARL BOMHOFF,1891-07-21,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,,,,,,,
B18910810CK,peHI,HENRIK IBSEN,peCK,CHRISTIAN KROHG,1891-08-10,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,woTV,Terje Vigen,DiTerjeVigen,dikt,,,
B18910811AL,peHI,HENRIK IBSEN,peAL,AUGUST LINDBERG,1891-08-11,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,,,,,,,
B18910811SSt,peHI,HENRIK IBSEN,peSSt,SØREN SWENSEN STEEN,1891-08-11,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,,,,,,,
B18910817VD,peHI,HENRIK IBSEN,peVD,VILHELM DYBWAD,1891-08-17,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peJoDy,JOHANNE DYBWAD,,,,,,,,,
B18910818NN_Werthes_Fraulein,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1891-08-18,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,,,,,,,
