Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,GeoName_ID,toponymName,Country,Latitude,Longitude,Recipient_Adress,Recipient_Location,Recipient_Location_Abbr,Recipient_Addr_Latitude,Recipient_Addr_Longitude,Mentioned_Person_ID,Mentioned_Persons,Mentioned_Org_ID,Mentioned_Org,Mentioned_Works_IDs,Mention_Works_Title,Text_ID,Mention_Works_Genre,Collective_Vesions_ID,Mentioned_Places,Mentioned_Places_Abbr
B18440520PL,peHI,HENRIK IBSEN,pePL,POUL LIEUNGH,1844-05-20,Grimstad,Gri,3155041,Grimstad,Norway,58.3405,8.59343,"Herr , P Lieungh, Skien",Skien,Ski,59.20962,9.60897,"peHeL, peJAR, peFLR, peJAAI, peJJos, peCSAa","HEDEVALL ORDING LIEUNGH lyng, JENS AARUP REIMANN, LOVISE REIMANN, JOHAN ANDREAS ALTENBURG IBSEN, JOSEFINE JOHNSEN, CARL SIGVARDTH AAMODT",,,,,,,,"Grimstad, Skiens","Gri, Ski"
B18441006HSte,peHI,HENRIK IBSEN,peHSte,HANNA STENERSEN,1844-10-06,Grimstad,Gri,3155041,Grimstad,Norway,58.3405,8.59343,"Jomfru H Stenersen, Porsgrund",Porsgrund,,59.14054,9.6561,"peJAR, peFLR","JENS AARUP REIMANN, LOVISE REIMANN",,,,,,,,,
B18450801AWE,peHI,HENRIK IBSEN,peAWE,MINA WAHL (G. ENG),1845-08-01,Grimstad,Gri,3155041,Grimstad,Norway,58.3405,8.59343,,,,,,,,,,,,,,,,
B18461207JCP,peHI,HENRIK IBSEN,peJCP,JOHAN CASPAR PREUS,1846-12-07,Grimstad,Gri,3155041,Grimstad,Norway,58.3405,8.59343,,,,,,"peESJB, peHJHB, peJAR, peKPI","ELSE SOPHIE JENSDATTER BIRKEDALEN, HANS JACOB HENDRICHSSEN (Henriksen) BIRKEDALEN, JENS AARUP REIMANN, KNUD PLESNER IBSEN",,,,,,,,"Grimstad, Skien","Gri, Ski"
B18491015OS,peHI,HENRIK IBSEN,peOS,OLE CARELIUS SCHULERUD,1849-10-15,Grimstad,Gri,3155041,Grimstad,Norway,58.3405,8.59343,"N, 1/, Til, Herr Stud: jur: O. Schulerud, Addr: Fru Budde, Kirkebakken, N, 5., Christiania",Christiania,Kri,55.67346,12.59765,peCLD,CHRISTOPHER LORENTZ DUE,,,woC1,Catilina,C1,drama,C,,
B18500105OS,peHI,HENRIK IBSEN,peOS,OLE CARELIUS SCHULERUD,1850-01-05,Grimstad,Gri,3155041,Grimstad,Norway,58.3405,8.59343,,,,,,"peCL, peKongChr7, peKongG3, peCE, peHJB, peTCr, peCLD, peLNi, pePSch","CHRISTIAN JENSEN LOFTHUS, CHRISTIAN 7., GUSTAV 3., CLARA (Marthe Clarine) EBBELL, HENNING JUNGHANS BIE, THOMAS CRAWFURD, CHRISTOPHER LORENTZ DUE, LARS NIELSEN, PETER SCHULERUD",,,"woC1, woBalm, woFpA","Catilina, «Balminder», «Fangen paa Agershuus»","C1, BlaDigtBalminder, P1850Fangen","drama, dikt, sakprosa",C,"Thelemarken, Lillesand, Kjøbenhavn, Christiania, Agershuus Fæstning","Tel, Lil, Kbh, Kri, Akfest"
B18500210OS,peHI,HENRIK IBSEN,peOS,OLE CARELIUS SCHULERUD,1850-02-10,Grimstad,Gri,3155041,Grimstad,Norway,58.3405,8.59343,"Til, Herr Stud: jur: O. Schulrud., Addr. Madame Sæther, Pipervigen, Christiania.",Christiania,Kri,55.67346,12.59765,"peAGOe, peCLD","ADAM GOTTLOB OEHLENSCHLÄGER, CHRISTOPHER LORENTZ DUE",,,,,,,,,
B18500412CM,peHI,HENRIK IBSEN,peCM,CATHRINE MARTINI,1850-04-12,Grimstad,Gri,3155041,Grimstad,Norway,58.3405,8.59343,,,,,,,,,,woDiMaane,Maaneskinsvandring efter et Bal,BlaDigtMaaneskinsvandEftBal,dikt,,,
B18500712KongO1,peHI,HENRIK IBSEN,peKongO1,KONG OSCAR 1.,1850-07-12,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,,,,,,"Grimstads, Christiania","Gri, Kri"
B18500728AkKoll,peHI,HENRIK IBSEN,orgAkKoll,DET AKADEMISKE KOLLEGIUM,1850-07-28,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peHom,HOMER,,,,,,,,,
Budat1850-51CE,peHI,HENRIK IBSEN,peCE,CLARA EBBELL,1850-12-25 - 1851-01-31,Grimstad,Gri,3155041,Grimstad,Norway,58.3405,8.59343,"Til, Jomfru Clara Ebbell.",,,,,,,,,woDi,Digte,Di,dikt,,,
B18510125HerrA,peHI,HENRIK IBSEN,peHerrA,«HERR A.»,1851-01-25,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peAI,ANDREAS HORNBECK ISACHSEN,,,,,,,,,
B18520425NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1852-04-25,København,Kbh,2618425,Copenhagen,Denmark,55.67594,12.56553,"Til, Bestyrelsen for det norske Theater, i Bergen.",Bergen,Berg,60.39299,5.32415,"peJLHe, peTO","JOHAN LUDVIG HEIBERG, THOMAS OVERSKOU",orgKT,DET KONGELIGE THEATER I KØBENHAVN,,,,,,,
B18520516NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1852-05-16,København,Kbh,2618425,Copenhagen,Denmark,55.67594,12.56553,"Til, Bestyrelsen for det norske Theater, i Bergen.",Bergen,Berg,60.39299,5.32415,"peHaNi, peJFH, peAAB, peLHG, peJLHe, peTO, peCaBe, peCNJS, peTSHH, peWiS, peLuH, peHCA, peJCD, peCRH","HARALD ANDREAS NIELSEN, JOHAN FERDINAND HOPPE, ANTOINE AUGUST BOURNONVILLE, LUDVIG HARALD GADE, JOHAN LUDVIG HEIBERG, THOMAS OVERSKOU, CARL BERNHARD, CARL NICOLAI JENSEN SICHLAU, THOMAS SEVERIN HEIBERG HOFFMANN, WILLIAM SHAKESPEARE, LUDVIG HOLBERG, HANS CHRISTIAN ANDERSEN, JOHAN CHRISTIAN CLAUSSEN DAHL, CHRISTIAN RASMUS HANSSON","'orgNTB, orgBurg'","DET NORSKE THEATER I BERGEN, BURGTHEATER",,,,,,"Christiania, Bergen, Tydskland, Hamburg, Dresden, Wien","Kri, Berg, D, Ham, Dre, Wien"
B18520530NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1852-05-30,København,Kbh,2618425,Copenhagen,Denmark,55.67594,12.56553,"Til, Bestyrelsen for det norske Theater, i Bergen.",Bergen,Berg,60.39299,5.32415,"peHaNi, peJFB, peJFH, peLoB, peCNJS, peLanz, peJLHe, peTO, peJCD","HARALD ANDREAS NIELSEN, JOHANNES FINNE BRUN, JOHAN FERDINAND HOPPE, LOUISE LARSINE BRUN, CARL NICOLAI JENSEN SICHLAU, JOHANN TRAUGOTT LANZKY, JOHAN LUDVIG HEIBERG, THOMAS OVERSKOU, JOHAN CHRISTIAN CLAUSSEN DAHL",orgKT,DET KONGELIGE THEATER I KØBENHAVN,,,,,,"Lübeck, Dresden","Lub, Dre"
B18520602NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1852-06-02,København,Kbh,2618425,Copenhagen,Denmark,55.67594,12.56553,"Til, Bestyrelsen for det norske Theater, i Bergen",Bergen,Berg,60.39299,5.32415,"peJFB, peJFH, peHaNi, peLoB, peAI, peJPr, peOJB, peLW, peFLH, peTO, peJLHe","JOHANNES FINNE BRUN, JOHAN FERDINAND HOPPE, HARALD ANDREAS NIELSEN, LOUISE LARSINE BRUN, ANDREAS HORNBECK ISACHSEN, JACOB PROM, OLE JOHAN SAMUEL BUCHER, KAREN LUCIE WOLF, FREDERIK LUDVIG HØEDT, THOMAS OVERSKOU, JOHAN LUDVIG HEIBERG",,,,,,,,Bergen,Berg
B18520624NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1852-06-24,Dresden,Dre,2935022,Dresden,Germany,51.05089,13.73832,"Til, Bestyrelsen for det norske Theater, in Bergen, Norwegen","Bergen, Norwegen","Berg, N",60.39299,5.32415,"peJCD, peCBo, peHaNi, peJFB, peKNe, peWT","JOHAN CHRISTIAN CLAUSSEN DAHL, CAMILLE BONNARD, HARALD ANDREAS NIELSEN, JOHANNES FINNE BRUN, KNUD HVEBORG/WEBERG NERGAARD, TROITZH (muligens: TROITZSCH)",,,,,,,,"Kjøbenhavn, Paris, Hamburg","Kbh, Pa, Berg, Ham"
B18530522RHo,peHI,HENRIK IBSEN,peRHo,RIKKE HOLST (G. TRESSELT),1853-05-22,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,,,,,,,,,,woDiAur,«Til min Aurikel»,DTilMinAurikel,dikt,,,
B18530606RHo,peHI,HENRIK IBSEN,peRHo,RIKKE HOLST (G. TRESSELT),1853-06-06,[Bergen],Berg,3161732,Bergen,Norway,60.39299,5.32415,,,,,,,,,,woDiTilRH,«Til R: H!»,DTilRH,dikt,,,
Budat185306RHo,peHI,HENRIK IBSEN,peRHo,RIKKE HOLST (G. TRESSELT),1853-06,[Bergen],Berg,3161732,Bergen,Norway,60.39299,5.32415,,,,,,,,,,woDiRose,«Med en Rose»,DMedEnRose,dikt,,,
B18530804NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1853-08-04,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,,,,,,"peJMay, pePEN, peJSte, peHJW","JACOB MAYSON, PETER (Peder Even) NIELSEN, JOHANNES WILHELM CHRISTIAN STEEN, HANS JACOB WILLE",,,,,,,,,
B18530805PBH,peHI,HENRIK IBSEN,pePBH,PAUL BOTTEN-HANSEN,1853-08-05,[Bergen],Berg,3161732,Bergen,Norway,60.39299,5.32415,"Til, Herr Literatus P. B. Hansen., Adr: Bogh: Dzwonkowsky., Christiania, Ved godhed af, Herr Skuespiller Bucher",Christiania,Kri,55.67346,12.59765,"peAOV, peOJB, peTAb","AASMUND OLAVSSON VINJE, OLE JOHAN SAMUEL BUCHER, THEODOR ABILDGAARD",,,,,,,,,
B18531108NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1853-11-08,[Bergen],Berg,3161732,Bergen,Norway,60.39299,5.32415,,,,,,"peAI, peBJH, peHaNi","ANDREAS HORNBECK ISACHSEN, BENEDICTE JOCHUMINE HUNDEVADT, HARALD ANDREAS NIELSEN",,,,,,,,,
B18531205NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1853-12-05,[Bergen],Berg,3161732,Bergen,Norway,60.39299,5.32415,,,,,,"peFN, peKMR, peHLaa, peAI, peJI","FREDRIKKE LUISE NIELSEN, KNUD MARIUS ROSENDAHL, HERMAN LAADING, ANDREAS HORNBECK ISACHSEN, JANNY ISACHSEN",,,,,,,,,
B18531221NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1853-12-21,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,,,,,,peAI,ANDREAS HORNBECK ISACHSEN,,,,,,,,,
B18540405TS,peHI,HENRIK IBSEN,orgTS,TRONDHJEM STIFTAMT,1854-04-05,Trondheim,Trhm,3133880,Trondheim,Norway,63.43049,10.39506,,,,,,,,"'orgNTB, orgTT'","DET NORSKE THEATER I BERGEN, THRONDHJEMS THEATER",,,,,,Trondhjem,Trhm
B18541104NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1854-11-04,[Bergen],Berg,3161732,Bergen,Norway,60.39299,5.32415,"Til, Bestyrelsen for det norske Theater",,,,,"peJac, peJoh","JACOBSEN, N. JOHANSEN",,,,,,,,,
B18550627NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1855-06-27,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,"Til, Bestyrelsen for det norske Theater.",,,,,peHLaa,HERMAN LAADING,,,,,,,,,
B18560211CT,peHI,HENRIK IBSEN,peCT,CHRISTIAN TØNSBERG,1856-02-11,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,"S.T., Hr: Consul Chr: Tønsberg., Christiania",Christiania,Kri,55.67346,12.59765,"peCPB, peHKj, pePBH","CARL PETER BORGAARD, HALFDAN KJERULF, PAUL BOTTEN-HANSEN",,,woG1,Gildet paa Solhoug,G1,drama,G,"Christiania, Throndhjem","Kri, Trhm"
B18560306NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1856-03-06,Trondheim,Trhm,3133880,Trondheim,Norway,63.43049,10.39506,,,,,,"peJLA, peJI, peFN, peBGu","JOHAN LUDVIG ALSING, JANNY ISACHSEN, FREDRIKKE LUISE NIELSEN, BIRGITTE CORNELIA GULDBRANDSEN",,,,,,,,Bergen,Berg
B18560314CT,peHI,HENRIK IBSEN,peCT,CHRISTIAN TØNSBERG,1856-03-14,Trondheim,Trhm,3133880,Trondheim,Norway,63.43049,10.39506,"S.T., Hr: Consul Chr: Tønsberg, Christiania",Christiania,Kri,55.67346,12.59765,,,,,,,,,,,
B18560314NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1856-03-14,Trondheim,Trhm,3133880,Trondheim,Norway,63.43049,10.39506,"Til, Bestyrelsen for det norske Theater, i Bergen",Bergen,Berg,60.39299,5.32415,"peJLA, peJI, peFN, peThS, peLar, peSch","JOHAN LUDVIG ALSING, JANNY ISACHSEN, FREDRIKKE LUISE NIELSEN, CATHARINA SØRENSEN, LARSEN, SCHØLL",,,woG1,Gildet paa Solhoug,G1,drama,G,,
B18560320NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1856-03-20,Trondheim,Trhm,3133880,Trondheim,Norway,63.43049,10.39506,"Til, Bestyrelsen for det norske Theat, i Bergen",Bergen,Berg,60.39299,5.32415,"peJI, peCSi, peFN, peAI, peCAH, peLar","JANNY ISACHSEN, CHRISTINE MARIE MAGDALENE SIEWERS, FREDRIKKE LUISE NIELSEN, ANDREAS HORNBECK ISACHSEN, CARL ANDREAS HANSEN, LARSEN",,,woG1,Gildet paa Solhoug,G1,drama,G,,
B18560331NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1856-03-31,Trondheim,Trhm,3133880,Trondheim,Norway,63.43049,10.39506,"Til, Bestyrelsen for det norske Theater, i Bergen.",Bergen,Berg,60.39299,5.32415,,,orgTT,THRONDHJEMS THEATER,,,,,,Bergen,Berg
B18560819HB,peHI,HENRIK IBSEN,peHB,HERMAN BAARS,1856-08-19,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,"Hr. Kjøb, H. Baars., Bergen",Bergen,Berg,60.39299,5.32415,"peOHe, peJKoo","OLE THEOPHILUS HESTENÆS, JACOB BLAAUW KOOTER",orgNTB,DET NORSKE THEATER I BERGEN,,,,,,,
B18570102ESte,peHI,HENRIK IBSEN,peESte,ESTANCE STEEN,1857-01-02,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,,,,,,peKS,KRISTINE WILHELMINE PETREA STEEN,,,,,,,,,
B18570417PBH,peHI,HENRIK IBSEN,pePBH,PAUL BOTTEN-HANSEN,1857-04-17,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,"Hr: stud: philolog. P. B. Hansen., Christiania.",Christiania,Kri,55.67346,12.59765,"peKKn, peSuI, peHCT, peMT, peCPB, peCT","KNUD KNUDSEN, SUSANNA/SUZANNAH IBSEN, HANS CONRAD THORESEN, ANNA MAGDALENE THORESEN, CARL PETER BORGAARD, NILS CHRISTIAN TØNSBERG","'orgChrTh, orgStud'","CHRISTIANIA THEATER, DET NORSKE STUDENTERSAMFUND","woOmKj, woG1, woOL1, woF1","Om kjæmpevisen og dens betydning for kunstpoesien, Gildet paa Solhoug, Olaf Liljekrans, Fru Inger til Østeraad","P18570510Kjaempe, G1, OL1, F1","sakprosa, drama, drama, drama","G, OL, F",,
B18570428PBH,peHI,HENRIK IBSEN,pePBH,PAUL BOTTEN-HANSEN,1857-04-28,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,"S.T., Hr: stud: philologiæ Paul Botten-Hansen, Kjøb, Haslunds Gaard, Hjørnet af Raadhuusgaden og Kongensgade., Christiania.",Christiania,Kri,55.67346,12.59765,"peOVi, peCT, peCPB, peNHG, peOS, peTAb","OLE VIG, NILS CHRISTIAN TØNSBERG, CARL PETER BORGAARD, NIELS HENRIKSSØN til Austråt GYLDENLØVE, OLE CARELIUS SCHULERUD, THEODOR ABILDGAARD",orgChrTh,CHRISTIANIA THEATER,"woOmKj, woF1, woOL1, woHH","Om kjæmpevisen og dens betydning for kunstpoesien, Fru Inger til Østeraad, Olaf Liljekrans, Hærmændene paa Helgeland","P18570510Kjaempe, F1, OL1, H1","sakprosa, drama, drama, drama","F, OL, HH",,
B18570705FN,peHI,HENRIK IBSEN,peFN,FREDRIKKE NIELSEN,1857-07-05,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,,,,,,,,,,,,,,,,
B18570717PBH,peHI,HENRIK IBSEN,pePBH,PAUL BOTTEN-HANSEN,1857-07-17,Bergen,Berg,3161732,Bergen,Norway,60.39299,5.32415,"Hr. stud: philologiæ Paul Botten-Hansen, Adr: Kjøb, Haslunds Gaard, Hjørnet af Kongens Gade og Raadhusgaden, Christiania",Christiania,Kri,55.67346,12.59765,,,,,,,,,,Christiania,Kri
B18570723NTB,peHI,HENRIK IBSEN,orgNTB,DET NORSKE THEATER I BERGEN,1857-07-23,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,"Bestyrelsen for det norske Theater, i Bergen",Bergen,Berg,60.39299,5.32415,"peJLC, peGHK, peCCL, peOS","JENS LARSEN CRONBORG, GEORG HERMAN KROHN, CARL CORNELIUS CLARIN LUND, OLE CARELIUS SCHULERUD",orgKNT,KRISTIANIA NORSKE THEATER,,,,,,"Bergen, Christiania","Berg, Kri"
B18571113AkKoll,peHI,HENRIK IBSEN,orgAkKoll,DET AKADEMISKE KOLLEGIUM,1857-11-13,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,orgNTB,DET NORSKE THEATER I BERGEN,woOmKj,Om kjæmpevisen og dens betydning for kunstpoesien,P18570510Kjaempe,sakprosa,,,
B18580113AkKoll,peHI,HENRIK IBSEN,orgAkKoll,DET AKADEMISKE KOLLEGIUM,1858-01-13,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,"Til, Collegium academicum., Christiania.",Christiania,Kri,55.67346,12.59765,,,,,,,,,,,
B18571118DCD,peHI,HENRIK IBSEN,peDCD,DANIEL CORNELIUS DANIELSSEN,1857-11-18,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,"peFARo, pePSp, peOBull, pePB","FERDINAND AUGUST ROJAHN, PAOLO AGOSTINO SPERATI, OLE BORNEMANN BULL, PETER MICHAEL BLYTT (Blydt)","'orgNTB, orgKNT, orgChrTh, orgIN'","DET NORSKE THEATER I BERGEN, KRISTIANIA NORSKE THEATER, CHRISTIANIA THEATER, ILLUSTRERET NYHEDSBLAD",,,,,,,
B18580130CJA,peHI,HENRIK IBSEN,peCJA,CARL JOHAN ANKER,1858-01-30,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,"peGOHC, peCFoug","GUNNAR OLOF HYLTÉN-CAVALLIUS, CARL ANDREAS FOUGSTAD",orgIN,ILLUSTRERET NYHEDSBLAD,"woG1, woHH, woDiTilCJ","Gildet paa Solhoug, Hærmændene paa Helgeland, «Til Carl Johans Minde»","G1, H1, DTilCarlJohansMinde","drama, drama, dikt","G, HH","Hardanger, Kjøbenhavn, Stockholm","Hard, Kbh, Sthlm"
B18580208CHau,peHI,HENRIK IBSEN,peCHau,CARSTEN HAUCH,1858-02-08,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,orgKT,DET KONGELIGE THEATER I KØBENHAVN,woHH,Hærmændene paa Helgeland,H1,drama,HH,Kjøbenhavn,Kbh
B18580604CHo,peHI,HENRIK IBSEN,peCHo,CHRISTIAN HOLST,1858-06-04,Dampskipet «Christiania»,DsChr,,,,,,"Hr. Universitetssecretær, Kammerherre, Ridder Chr: Holst., Christiania",Christiania,Kri,55.67346,12.59765,,,,,,,,,,,
Budat18580616JCG,peHI,HENRIK IBSEN,peJCG,JOACHIM GAMBORG,1858-06-12 - 1858-06-16,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peHCT,HANS CONRAD THORESEN,orgNTB,DET NORSKE THEATER I BERGEN,,,,,,Christiania,Kri
Budat1856-58JCDa,peHI,HENRIK IBSEN,peJCDa,JOHAN CHRISTIAN DAHL,1856 - 1858,[Bergen],Berg,3161732,Bergen,Norway,60.39299,5.32415,"Hr. Kirketjener Dahl, Bergen",Bergen,Berg,60.39299,5.32415,,,,,,,,,,,
B18590112PB,peHI,HENRIK IBSEN,pePB,PETER BLYTT,1859-01-12,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,"Hr: Kjøb, Peter Blytt, Bergen",Bergen,Berg,60.39299,5.32415,peKALM,KRISTIAN ANDREAS LEOPOLD MANTZIUS,orgNTB,DET NORSKE THEATER I BERGEN,,,,,,Bergen,Berg
Budat185903LD,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1859-03,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,"Hr. Cand philos: L. Dietrichson, Christiania.",Christiania,Kri,55.67346,12.59765,,,,,,,,,,,
B18590806PB,peHI,HENRIK IBSEN,pePB,PETER BLYTT,1859-08-06,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peSiP,PETER SIEGWART BLUMENTHAL PETERSEN,orgNTB,DET NORSKE THEATER I BERGEN,woHH,Hærmændene paa Helgeland,H1,drama,HH,,
B18590813JRD,peHI,HENRIK IBSEN,peJRD,JONAS RAVN DAAE,1859-08-13,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,"S.T., Hr. Lieutnant J. Daae, Christiania",Christiania,Kri,55.67346,12.59765,,,orgKNT,KRISTIANIA NORSKE THEATER,,,,,,,
B18591025Stort2,"peHI', 'peJCG', 'peChH', 'peMKH', 'peKKspr', 'peSiP","HENRIK IBSEN', 'JOACHIM GAMBORG', 'CHRISTOPHER HANSTEEN', 'MARTIN KIRKGAARD HOLFELDT', 'KNUD KNUDSEN', 'SIEGWART PETERSEN",orgStort,STORTINGET,1859-10-25,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,"peOBull, peKongK4, peFrV","OLE BORNEMANN BULL, KARL 15. (KARL 4.), FREDRIK VILHELM 1.","'orgKNT, orgBurg, orgKTB, orgKDTS, orgKT'","KRISTIANIA NORSKE THEATER, BURGTHEATER, -, KONGL. DRAMATISKA THEATERN, DET KONGELIGE THEATER I KØBENHAVN",,,,,,"Europa, Paris, Wien, Berlin","Eu, Pa, Wien, Berl"
B18591027NN_Vi_tillade,"peHI', 'peJCG', 'peChH', 'peMKH', 'peKKspr', 'peSiP","HENRIK IBSEN', 'JOACHIM GAMBORG', 'CHRISTOPHER HANSTEEN', 'MARTIN KIRKGAARD HOLFELDT', 'KNUD KNUDSEN', 'PETER SIEGWART BLUMENTHAL PETERSEN",peNN,UKJENT MOTTAGER,1859-10-27,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,orgKNT,KRISTIANIA NORSKE THEATER,,,,,,Kristiania,Kri
Budat18591122JS,"peHI', 'peBB","HENRIK IBSEN', 'BJØRNSTJERNE BJØRNSON",peJS,JOHAN SVERDRUP,1859-11-22,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,"Til, Hr Sverdrup, Sagføreren",,,,,"peRO, peDCD, peOGU, peJSte, peOLH","ROLF OLSEN, DANIEL CORNELIUS DANIELSSEN, OLE GABRIEL GABRIELSEN UELAND, JOHANNES WILHELM CHRISTIAN STEEN, OLE LARSEN HAMMERSTAD",,,,,,,,,
Budat185912HOB,peHI,HENRIK IBSEN,peHOB,HANS ØRN BLOM,1859-12,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,,,,,,,
B18600121KE,peHI,HENRIK IBSEN,peKE,KRISTIAN ELSTER,1860-01-21,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,"Hr: Theod: Mandrup. -, Adr: Hr: Elster, Pilestrædet No 11.",,,,,,,orgKNT,KRISTIANIA NORSKE THEATER,,,,,,,
Budat18600218KNT,peHI,HENRIK IBSEN,orgKNT,KRISTIANIA NORSKE THEATER,1860-02-18,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peSiP,PETER SIEGWART BLUMENTHAL PETERSEN,,,,,,,,,
Budat18600318IN,peHI,HENRIK IBSEN,orgIN,ILLUSTRERET NYHEDSBLAD,1860-03-18,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,"Til, Illustreret Nyhedsblad., Jensens Bogtrykkeri, Storgaden.",,,,,"peTO, peBJH","THOMAS OVERSKOU, BENEDICTE JOCHUMINE HUNDEVADT",orgKNT,KRISTIANIA NORSKE THEATER,,,,,,,
Budat18600525CPo,peHI,HENRIK IBSEN,orgCPo,CHRISTIANIA-POSTEN,1860-05-25,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peAVW,ANTON WILHELM WIEHE,orgKNT,KRISTIANIA NORSKE THEATER,,,,,,,
B18600621KNT,peHI,HENRIK IBSEN,orgKNT,KRISTIANIA NORSKE THEATER,1860-06-21,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,"Til, Bestyrelsen for det norske Theater, Kristiania.",Kristiania,Kri,59.91273,10.74609,"peGHK, peAI","GEORG HERMAN KROHN, ANDREAS HORNBECK ISACHSEN",,,,,,,,,
B18600704HJN,peHI,HENRIK IBSEN,peHJN,JACOB NANDRUP,1860-07-04,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,"ST., Hr: Sagfører Nandrup, Hersteds.",,,,,"pePPe, peCSo","PETER JOHAN KAY PETERSEN, CHRISTIAN FREDRIK SONTUM",,,,,,,,,
Budat18600821JRD,peHI,HENRIK IBSEN,peJRD,JONAS RAVN DAAE,1860-08-21,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,"ST., Hr. Lieutnant Daae -",,,,,peKongK4,KARL 15. (KARL 4.),,,,,,,,,
Budat18600926JCG,peHI,HENRIK IBSEN,peJCG,JOACHIM GAMBORG,1860-09-26,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,"ST., Hr. Overretssagfører Gamborg.",,,,,peJLC,JENS LARSEN CRONBORG,,,,,,,,Kjøbenhavn,Kbh
Budat18600930JCG,peHI,HENRIK IBSEN,peJCG,JOACHIM GAMBORG,1860-09-26 - 1860-09-30,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,Hr. Overretssagfører Gamborg.,,,,,,,orgKT,DET KONGELIGE THEATER I KØBENHAVN,,,,,,,
Budat18610302KNT,peHI,HENRIK IBSEN,orgKNT,KRISTIANIA NORSKE THEATER,1861-03-02,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,"Til, Bestyrelsen for det norske Theater.",,,,,"peGHK, peJCG, peMKH","GEORG HERMAN KROHN, JOACHIM CHRISTIAN GAMBORG, MARTIN KIRKGAARD HOLFELDT",,,,,,,,,
